gene	gc
AP1G1	0.5505
AP1G2	0.557
AP1M1	0.5485
AP1M2	0.4765
AP1S1	0.5985
AP1S2	0.6245
AP1S3	0.593
AP2A1	0.61
AP2A2	0.7035
AP2B1	0.465
AP2M1	0.5565
AP2S1	0.542
AP3B1	0.53
AP3B2	0.634
AP3D1	0.639
AP3M1	0.563
AP3M2	0.655
AP3S1	0.5725
AP3S2	0.488
AP4B1	0.555
AP4E1	0.5755
AP4M1	0.6545
AP4S1	0.579
AP5B1	0.748
AP5M1	0.5205
AP5S1	0.5615
AP5Z1	0.585
APAF1	0.628
APBA1	0.664
APBA2	0.708
APBA3	0.509
APBB1	0.602
APBB1IP	0.5135
APBB2	0.6235
APBB3	0.5745
APC	0.5355
APC2	0.631
APCDD1	0.669
APCDD1L	0.629
APCS	0.4555
APEH	0.6525
APEX1	0.522
APEX2	0.5235
APH1A	0.553
APH1B	0.562
API5	0.426
APIP	0.5775
APITD1	0.5865
APITD1-CORT	0.5865
APLF	0.5255
APLN	0.647
APLNR	0.561
APLP1	0.62
APLP2	0.7015
APMAP	0.5345
APOA1	0.5765
APOA1BP	0.5525
APOA2	0.5145
APOA4	0.5335
APOA5	0.5635
APOB	0.6185
APOBEC1	0.4335
APOBEC2	0.5155
APOBEC3A	0.5325
APOBEC3B	0.545
APOBEC3C	0.539
APOBEC3D	0.5745
APOBEC3F	0.575
APOBEC3G	0.575
APOBEC3H	0.5365
APOBEC4	0.457
APOBR	0.569
APOC1	0.5605
APOC2	0.5145
APOC3	0.6305
APOC4	0.5395
APOD	0.44
APOE	0.5865
APOF	0.476
APOH	0.4335
APOL1	0.527
APOL2	0.4945
APOL3	0.519
APOL4	0.5305
APOL5	0.439
APOL6	0.49
APOLD1	0.5235
APOM	0.4695
APOO	0.523
APOOL	0.465
APOPT1	0.627
APP	0.637
APPBP2	0.506
APPL1	0.565
APPL2	0.5445
APRT	0.676
APTX	0.492
AQP1	0.57125
AQP10	0.4755
AQP11	0.6075
AQP12A	0.6575
AQP12B	0.6575
AQP2	0.563
AQP3	0.6025
AQP4	0.4075
AQP5	0.697
AQP6	0.5855
AQP7	0.6005
AQP8	0.499
AQP9	0.401
AQPEP	0.6195
AQR	0.4935
AR	0.603
ARAF	0.5305
ARAP1	0.607
ARAP2	0.5755
ARAP3	0.63
ARC	0.6485
ARCN1	0.5255
AREG	0.4635
AREGB	0.464
AREL1	0.443
ARF1	0.682
ARF3	0.591
ARF4	0.55
ARF5	0.63
ARF6	0.609
ARFGAP1	0.6335
ARFGAP2	0.6195
ARFGAP3	0.6495
ARFGEF1	0.608
ARFGEF2	0.587
ARFIP1	0.5575
ARFIP2	0.5755
ARFRP1	0.6935
ARG1	0.365
ARG2	0.537
ARGFX	0.3435
ARGLU1	0.549
ARHGAP1	0.5785
ARHGAP10	0.6035
ARHGAP11A	0.512
ARHGAP11B	0.4935
ARHGAP12	0.6535
ARHGAP15	0.354
ARHGAP17	0.5815
ARHGAP18	0.447
ARHGAP19	0.47
ARHGAP19-SLIT1	0.4725
ARHGAP20	0.634
ARHGAP21	0.714
ARHGAP22	0.559
ARHGAP23	0.6765
ARHGAP24	0.505
ARHGAP25	0.4225
ARHGAP26	0.646
ARHGAP27	0.601
ARHGAP28	0.3725
ARHGAP29	0.576
ARHGAP30	0.557
ARHGAP31	0.5565
ARHGAP32	0.3955
ARHGAP33	0.6225
ARHGAP35	0.465
ARHGAP36	0.575
ARHGAP39	0.56
ARHGAP4	0.6285
ARHGAP40	0.536
ARHGAP42	0.5485
ARHGAP44	0.6045
ARHGAP5	0.6555
ARHGAP6	0.6305
ARHGAP8	0.684
ARHGAP9	0.514
ARHGDIA	0.7115
ARHGDIB	0.415
ARHGDIG	0.719
ARHGEF1	0.574
ARHGEF10	0.673
ARHGEF10L	0.6745
ARHGEF11	0.563
ARHGEF12	0.5985
ARHGEF15	0.559
ARHGEF16	0.6905
ARHGEF17	0.702
ARHGEF18	0.5245
ARHGEF19	0.548
ARHGEF2	0.628
ARHGEF25	0.589
ARHGEF26	0.526
ARHGEF28	0.603
ARHGEF3	0.643
ARHGEF33	0.2975
ARHGEF35	0.603
ARHGEF37	0.522
ARHGEF38	0.423
ARHGEF39	0.5295
ARHGEF4	0.6295
ARHGEF40	0.6665
ARHGEF5	0.602
ARHGEF6	0.376
ARHGEF7	0.677
ARHGEF9	0.5175
ARID1A	0.7205
ARID1B	0.7095
ARID2	0.6925
ARID3A	0.6905
ARID3B	0.5875
ARID3C	0.5965
ARID4A	0.602
ARID4B	0.632
ARID5A	0.626
ARID5B	0.438
ARIH1	0.619
ARIH2	0.5965
ARIH2OS	0.571
ARL1	0.5555
ARL10	0.6565
ARL11	0.508
ARL13A	0.401
ARL13B	0.488
ARL14	0.409
ARL14EP	0.472
ARL14EPL	0.43
ARL15	0.551
ARL16	0.641
ARL17A	0.5345
ARL17B	0.534
ARL2	0.623
ARL2BP	0.56
ARL3	0.6275
ARL4A	0.5765
ARL4C	0.724
ARL4D	0.5555
ARL5A	0.5325
ARL5B	0.5265
ARL5C	0.501
ARL6	0.478
ARL6IP1	0.5875
ARL6IP4	0.6555
ARL6IP5	0.4965
ARL6IP6	0.6485
ARL8A	0.651
ARL8B	0.535
ARL9	0.5345
ARMC1	0.439
ARMC10	0.6115
ARMC12	0.531
ARMC2	0.5045
ARMC3	0.476
ARMC4	0.5645
ARMC5	0.659
ARMC6	0.6265
ARMC7	0.6095
ARMC8	0.5355
ARMC9	0.545
ARMCX1	0.4855
ARMCX2	0.4985
ARMCX3	0.47
ARMCX4	0.492
ARMCX5	0.482
ARMCX6	0.472
ARMS2	0.462
ARNT	0.544
ARNT2	0.649
ARNTL	0.6735
ARNTL2	0.611
ARPC1A	0.5735
ARPC1B	0.709
ARPC2	0.603
ARPC3	0.5235
ARPC4	0.5725
ARPC4-TTLL3	0.5735
ARPC5	0.583
ARPC5L	0.609
ARPP19	0.538
ARPP21	0.4875
ARR3	0.4805
ARRB1	0.655
ARRB2	0.629
ARRDC1	0.7605
ARRDC2	0.6395
ARRDC3	0.442
ARRDC4	0.6015
ARRDC5	0.4985
ARSA	0.6445
ARSB	0.5235
ARSD	0.61
ARSE	0.4495
ARSF	0.393
ARSG	0.417
ARSH	0.4445
ARSI	0.603
ARSJ	0.5265
ARSK	0.4805
ART1	0.5255
ART3	0.3845
ART4	0.3925
ART5	0.6305
ARTN	0.6005
ARV1	0.6005
ARVCF	0.6755
ARX	0.5625
AS3MT	0.546
ASAH1	0.518
ASAH2	0.4055
ASAH2B	0.5385
ASAH2C	0.3575
ASAP1	0.4545
ASAP2	0.7075
ASAP3	0.65
ASB1	0.6535
ASB10	0.633
ASB11	0.377
ASB12	0.4765
ASB13	0.555
ASB14	0.338
ASB15	0.3755
ASB16	0.5535
ASB17	0.3785
ASB18	0.448
ASB2	0.49
ASB3	0.521
ASB4	0.335
ASB5	0.328
ASB6	0.644
ASB7	0.5805
ASB8	0.4955
ASB9	0.464
ASCC1	0.524
ASCC2	0.5235
ASCC3	0.5065
ASCL1	0.6105
ASCL2	0.7
ASCL3	0.3765
ASCL4	0.4495
ASCL5	0.563
ASF1A	0.5845
ASF1B	0.6475
ASGR1	0.567
ASGR2	0.582
ASH1L	0.642
ASH2L	0.57
ASIC1	0.6485
ASIC2	0.6735
ASIC3	0.6365
ASIC4	0.6345
ASIC5	0.3225
ASIP	0.427
ASL	0.608
ASMT	0.507
ASMTL	0.7
ASNA1	0.5335
ASNS	0.5205
ASNSD1	0.4485
ASPA	0.3645
ASPDH	0.627
ASPG	0.6855
ASPH	0.5765
ASPHD1	0.6735
ASPHD2	0.66
ASPM	0.495
ASPN	0.343
ASPRV1	0.5665
ASPSCR1	0.671
ASRGL1	0.5585
ASS1	0.6695
ASTE1	0.5
ASTL	0.596
ASTN1	0.529
ASTN2	0.671
ASUN	0.5525
ASXL1	0.6445
ASXL2	0.565
ASXL3	0.6275
ASZ1	0.4585
ATAD1	0.5155
ATAD2	0.5555
ATAD2B	0.627
ATAD3A	0.6535
ATAD3B	0.6065
ATAD3C	0.4955
ATAD5	0.503
ATAT1	0.5265
ATCAY	0.5645
ATE1	0.6065
ATF1	0.6145
ATF2	0.5505
ATF3	0.6565
ATF4	0.6305
ATF5	0.5915
ATF6	0.4195
ATF6B	0.566
ATF7	0.492
ATF7IP	0.442
ATF7IP2	0.501
ATG10	0.5285
ATG12	0.5815
ATG13	0.521
ATG14	0.4915
ATG16L1	0.528
ATG16L2	0.653
ATG2A	0.55
ATG2B	0.6085
ATG3	0.5675
ATG4A	0.507
ATG4B	0.6835
ATG4C	0.4795
ATG4D	0.622
ATG5	0.5065
ATG7	0.4955
ATG9A	0.6145
ATG9B	0.5525
ATHL1	0.71
ATIC	0.547
ATL1	0.523
ATL2	0.632
ATL3	0.6155
ATM	0.5415
ATMIN	0.577
ATN1	0.527
ATOH1	0.5835
ATOH7	0.5
ATOH8	0.6555
ATOX1	0.566
ATP10A	0.6555
ATP10B	0.368
ATP10D	0.452
ATP11A	0.697
ATP11B	0.62
ATP11C	0.376
ATP12A	0.575
ATP13A1	0.5955
ATP13A2	0.649
ATP13A3	0.449
ATP13A4	0.4135
ATP13A5	0.386
ATP1A1	0.671
ATP1A2	0.5545
ATP1A3	0.639
ATP1A4	0.489
ATP1B1	0.644
ATP1B2	0.6445
ATP1B3	0.659
ATP1B4	0.464
ATP2A1	0.5805
ATP2A2	0.6675
ATP2A3	0.6925
ATP2B1	0.729
ATP2B2	0.6285
ATP2B3	0.6185
ATP2B4	0.4855
ATP2C1	0.3695
ATP2C2	0.5875
ATP4A	0.565
ATP4B	0.643
ATP5A1	0.5115
ATP5B	0.516
ATP5C1	0.581
ATP5D	0.6385
ATP5E	0.5385
ATP5EP2	0.435
ATP5F1	0.5335
ATP5G1	0.547
ATP5G2	0.572
ATP5G3	0.4225
ATP5H	0.645
ATP5I	0.679
ATP5J	0.5915
ATP5J2	0.533
ATP5J2-PTCD1	0.5285
ATP5L	0.501
ATP5L2	0.453
ATP5O	0.494
ATP5S	0.563
ATP5SL	0.476
ATP6AP1	0.5825
ATP6AP1L	0.439
ATP6AP2	0.5335
ATP6C	0.7095
ATP6V0A1	0.52
ATP6V0A2	0.6295
ATP6V0A4	0.538
ATP6V0B	0.6035
ATP6V0C	0.7065
ATP6V0D1	0.571
ATP6V0D2	0.4275
ATP6V0E1	0.5405
ATP6V0E2	0.5575
ATP6V1A	0.5495
ATP6V1B1	0.556
ATP6V1B2	0.555
ATP6V1C1	0.509
ATP6V1C2	0.625
ATP6V1D	0.5225
ATP6V1E1	0.4845
ATP6V1E2	0.479
ATP6V1F	0.5505
ATP6V1G1	0.531
ATP6V1G2	0.515
ATP6V1G3	0.357
ATP6V1H	0.528
ATP7A	0.4445
ATP7B	0.572
ATP8A1	0.614
ATP8A2	0.617
ATP8B1	0.6685
ATP8B2	0.5915
ATP8B3	0.6735
ATP8B4	0.3885
ATP9A	0.636
ATP9B	0.592
ATPAF1	0.598
ATPAF2	0.6435
ATPIF1	0.5515
ATR	0.4985
ATRAID	0.6035
ATRIP	0.563
ATRN	0.6175
ATRNL1	0.6775
ATRX	0.4805
ATXN1	0.673
ATXN10	0.637
ATXN1L	0.5755
ATXN2	0.638
ATXN2L	0.671
ATXN3	0.546
ATXN3L	0.396
ATXN7	0.6065
ATXN7L1	0.5865
ATXN7L2	0.618
ATXN7L3	0.5805
ATXN7L3B	0.468
AUH	0.5515
AUNIP	0.5335
AUP1	0.648
AURKA	0.54
AURKAIP1	0.642
AURKB	0.4935
AURKC	0.5755
AUTS2	0.6625
AVEN	0.5815
AVIL	0.4775
AVL9	0.526
AVP	0.612
AVPI1	0.581
AVPR1A	0.611
AVPR1B	0.6125
AVPR2	0.6445
AWAT1	0.45
AWAT2	0.4735
AXDND1	0.532
AXIN1	0.7315
AXIN2	0.6405
AXL	0.608
AZGP1	0.5185
AZI1	0.6635
AZI2	0.5355
AZIN1	0.5445
AZU1	0.6035
B2M	0.5235
B3GALNT1	0.55
B3GALNT2	0.6445
B3GALT1	0.405
B3GALT2	0.3575
B3GALT4	0.609
B3GALT5	0.4185
B3GALT6	0.724
B3GALTL	0.6455
B3GAT1	0.5485
B3GAT2	0.636
B3GAT3	0.5505
B3GNT1	0.645
B3GNT2	0.6955
B3GNT3	0.5825
B3GNT4	0.6405
B3GNT5	0.5565
B3GNT6	0.4455
B3GNT7	0.6795
B3GNT8	0.569
B3GNT9	0.648
B3GNTL1	0.718
B4GALNT1	0.5755
B4GALNT2	0.557
B4GALNT3	0.6865
B4GALNT4	0.757
B4GALT1	0.667
B4GALT2	0.668
B4GALT3	0.54
B4GALT4	0.526
B4GALT5	0.62
B4GALT6	0.6475
B4GALT7	0.6005
B9D1	0.5865
B9D2	0.536
BAALC	0.6115
BAAT	0.3455
BABAM1	0.4945
BACE1	0.6035
BACE2	0.6925
BACH1	0.622
BACH2	0.6935
BAD	0.64
BAG1	0.6095
BAG2	0.5375
BAG3	0.6195
BAG4	0.5885
BAG5	0.657
BAG6	0.553
BAHD1	0.742
BAI1	0.687
BAI2	0.673
BAI3	0.57
BAIAP2	0.73
BAIAP2L1	0.6515
BAIAP2L2	0.615
BAIAP3	0.704
BAK1	0.5645
BAMBI	0.6695
BANF1	0.571
BANF2	0.4595
BANK1	0.445
BANP	0.448
BAP1	0.6575
BARD1	0.5795
BARHL1	0.611
BARHL2	0.6375
BARX1	0.697
BARX2	0.5915
BASP1	0.679
BATF	0.4885
BATF2	0.518
BATF3	0.6935
BAX	0.5945
BAZ1A	0.479
BAZ1B	0.645
BAZ2A	0.5565
BAZ2B	0.4415
BBC3	0.502
BBIP1	0.6285
BBOX1	0.453
BBS1	0.511
BBS10	0.508
BBS12	0.473
BBS2	0.564
BBS4	0.4905
BBS5	0.5325
BBS7	0.52
BBS9	0.503
BBX	0.5495
BCAM	0.643
BCAN	0.604
BCAP29	0.489
BCAP31	0.699
BCAR1	0.7
BCAR3	0.668
BCAS1	0.4735
BCAS2	0.453
BCAS3	0.513
BCAS4	0.5915
BCAT1	0.5535
BCAT2	0.561
BCCIP	0.5755
BCDIN3D	0.53
BCHE	0.3175
BCKDHA	0.5145
BCKDHB	0.467
BCKDK	0.5725
BCL10	0.529
BCL11A	0.586
BCL11B	0.5965
BCL2	0.64
BCL2A1	0.407
BCL2L1	0.615
BCL2L10	0.598
BCL2L11	0.671
BCL2L12	0.59
BCL2L13	0.528
BCL2L14	0.461
BCL2L15	0.413
BCL2L2	0.524
BCL2L2-PABPN1	0.5405
BCL3	0.661
BCL6	0.4665
BCL6B	0.635
BCL7A	0.4425
BCL7B	0.6255
BCL7C	0.554
BCL9	0.5195
BCL9L	0.659
BCLAF1	0.547
BCMO1	0.458
BCO2	0.3805
BCOR	0.7045
BCORL1	0.477
BCR	0.6655
BCS1L	0.5585
BDH1	0.631
BDH2	0.4075
BDKRB1	0.439
BDKRB2	0.5735
BDNF	0.598
BDP1	0.5025
BEAN1	0.7185
BECN1	0.573
BEGAIN	0.7405
BEND2	0.527
BEND3	0.649
BEND4	0.587
BEND5	0.5795
BEND6	0.6335
BEND7	0.4525
BEST1	0.5275
BEST2	0.586
BEST3	0.4135
BEST4	0.5615
BET1	0.467
BET1L	0.627
BEX1	0.527
BEX2	0.541
BEX4	0.5875
BEX5	0.505
BFAR	0.554
BFSP1	0.5505
BFSP2	0.531
BGLAP	0.6235
BGN	0.63
BHLHA15	0.6945
BHLHA9	0.6785
BHLHB9	0.597
BHLHE22	0.5905
BHLHE23	0.7245
BHLHE40	0.678
BHLHE41	0.553
BHMT	0.532
BHMT2	0.549
BICC1	0.602
BICD1	0.5975
BICD2	0.686
BID	0.656
BIK	0.6475
BIN1	0.641
BIN2	0.5665
BIN3	0.527
BIRC2	0.514
BIRC3	0.445
BIRC5	0.5685
BIRC6	0.611
BIRC7	0.644
BIRC8	0.4585
BIVM	0.584
BIVM-ERCC5	0.401
BLACE	0.684
BLCAP	0.573
BLID	0.4005
BLK	0.4945
BLM	0.5055
BLMH	0.579
BLNK	0.423
BLOC1S1	0.5285
BLOC1S2	0.5435
BLOC1S3	0.6275
BLOC1S4	0.537
BLOC1S5	0.498
BLOC1S6	0.5145
BLVRA	0.5845
BLVRB	0.5895
BLZF1	0.461
BMF	0.5935
BMI1	0.7225
BMP1	0.6845
BMP10	0.392
BMP15	0.465
BMP2	0.615
BMP2K	0.645
BMP3	0.594
BMP4	0.568
BMP5	0.344
BMP6	0.703
BMP7	0.6815
BMP8A	0.74
BMP8B	0.7285
BMPER	0.653
BMPR1A	0.6935
BMPR1B	0.3485
BMPR2	0.6275
BMS1	0.531
BMX	0.351
BNC1	0.667
BNC2	0.634
BNIP1	0.503
BNIP2	0.5225
BNIP3	0.695
BNIP3L	0.558
BNIPL	0.4455
BOC	0.609
BOD1	0.5035
BOD1L1	0.533
BOD1L2	0.519
BOK	0.5935
BOLA1	0.5215
BOLA2	0.677
BOLA2B	0.677
BOLA3	0.5945
BOLL	0.607
BOP1	0.656
BORA	0.5555
BPGM	0.459
BPHL	0.5435
BPI	0.5
BPIFA1	0.479
BPIFA2	0.501
BPIFA3	0.486
BPIFB1	0.5155
BPIFB2	0.561
BPIFB3	0.539
BPIFB4	0.46
BPIFB6	0.5365
BPIFC	0.4245
BPNT1	0.4485
BPTF	0.672
BPY2	0.4375
BPY2B	0.4375
BPY2C	0.4375
BRAF	0.568
BRAP	0.5545
BRAT1	0.6165
BRCA1	0.5365
BRCA2	0.5425
BRCC3	0.569
BRD1	0.58
BRD2	0.578
BRD3	0.735
BRD4	0.5055
BRD7	0.5815
BRD8	0.5105
BRD9	0.6605
BRDT	0.497
BRE	0.554
BRF1	0.7
BRF2	0.509
BRI3	0.679
BRI3BP	0.605
BRICD5	0.591
BRINP1	0.5965
BRINP2	0.535
BRINP3	0.432
BRIP1	0.4525
BRIX1	0.5155
BRK1	0.54
BRMS1	0.5195
BRMS1L	0.5505
BROX	0.5905
BRPF1	0.642
BRPF3	0.642
BRS3	0.4155
BRSK1	0.6595
BRSK2	0.674
BRWD1	0.6915
BRWD3	0.5385
BSCL2	0.5515
BSDC1	0.5355
BSG	0.6245
BSN	0.631
BSND	0.5475
BSPH1	0.5135
BSPRY	0.546
BST1	0.529
BST2	0.5485
BSX	0.5225
BTAF1	0.498
BTBD1	0.6075
BTBD10	0.5445
BTBD11	0.6235
BTBD16	0.5135
BTBD17	0.6095
BTBD18	0.449
BTBD19	0.591
BTBD2	0.7005
BTBD3	0.6015
BTBD6	0.6955
BTBD7	0.594
BTBD8	0.502
BTBD9	0.5815
BTC	0.536
BTD	0.5025
BTF3	0.5305
BTF3L4	0.558
BTG1	0.61
BTG2	0.6075
BTG3	0.641
BTG4	0.561
BTK	0.4935
BTLA	0.372
BTN1A1	0.5195
BTN2A1	0.5165
BTN2A2	0.494
BTN3A1	0.419
BTN3A2	0.3925
BTN3A3	0.384
BTNL2	0.4245
BTNL3	0.4725
BTNL8	0.4265
BTNL9	0.4915
BTRC	0.545
BUB1	0.509
BUB1B	0.5025
BUB3	0.5515
BUD13	0.5165
BUD31	0.579
BVES	0.626
BX088651.1	0.4975
BX088651.2	0.5675
BX255923.1	0.405
BX649567.1	0.5105
BX842679.1	0.564
BYSL	0.5475
BZRAP1	0.613
BZW1	0.5985
BZW2	0.5955
C10orf10	0.569
C10orf105	0.5735
C10orf107	0.4445
C10orf11	0.4145
C10orf111	0.5675
C10orf113	0.4365
C10orf115	0.3755
C10orf118	0.5375
C10orf12	0.419
C10orf120	0.4665
C10orf126	0.448
C10orf128	0.453
C10orf129	0.3945
C10orf131	0.5045
C10orf2	0.5885
C10orf25	0.5385
C10orf32	0.4315
C10orf35	0.6035
C10orf40	0.3305
C10orf53	0.5045
C10orf54	0.6105
C10orf55	0.4585
C10orf62	0.5375
C10orf67	0.5155
C10orf71	0.54
C10orf76	0.551
C10orf82	0.5715
C10orf85	0.5095
C10orf88	0.567
C10orf90	0.456
C10orf91	0.628
C10orf95	0.6035
C10orf99	0.501
C11orf1	0.502
C11orf16	0.564
C11orf21	0.6325
C11orf24	0.593
C11orf30	0.369
C11orf31	0.543
C11orf35	0.6995
C11orf40	0.415
C11orf42	0.4205
C11orf44	0.5365
C11orf45	0.573
C11orf48	0.567
C11orf49	0.499
C11orf52	0.4745
C11orf53	0.3985
C11orf54	0.511
C11orf57	0.4895
C11orf58	0.4905
C11orf63	0.519
C11orf65	0.447
C11orf68	0.6895
C11orf70	0.477
C11orf71	0.4945
C11orf72	0.5955
C11orf73	0.442
C11orf74	0.4255
C11orf80	0.6355
C11orf82	0.524
C11orf83	0.492
C11orf84	0.6365
C11orf85	0.585
C11orf86	0.561
C11orf87	0.5485
C11orf88	0.441
C11orf89	0.6615
C11orf91	0.591
C11orf94	0.616
C11orf96	0.5855
C12orf10	0.5425
C12orf23	0.644
C12orf29	0.455
C12orf36	0.44
C12orf39	0.379
C12orf4	0.4265
C12orf40	0.427
C12orf42	0.567
C12orf43	0.4945
C12orf44	0.5765
C12orf45	0.5055
C12orf49	0.571
C12orf5	0.5485
C12orf50	0.312
C12orf54	0.446
C12orf55	0.458
C12orf56	0.554
C12orf57	0.5405
C12orf60	0.4645
C12orf61	0.5945
C12orf65	0.566
C12orf66	0.528
C12orf68	0.6145
C12orf71	0.453
C12orf73	0.4955
C12orf74	0.435
C12orf75	0.5815
C12orf76	0.4945
C12orf77	0.436
C12orf79	0.3425
C13orf35	0.4735
C13orf45	0.409
C14orf1	0.5225
C14orf105	0.3925
C14orf119	0.5265
C14orf132	0.6335
C14orf142	0.5675
C14orf144	0.524
C14orf159	0.525
C14orf164	0.388
C14orf166	0.499
C14orf166B	0.466
C14orf177	0.436
C14orf178	0.49
C14orf180	0.626
C14orf182	0.501
C14orf183	0.493
C14orf2	0.537
C14orf23	0.384
C14orf28	0.542
C14orf37	0.5795
C14orf39	0.473
C14orf64	0.469
C14orf79	0.6735
C14orf80	0.7035
C14orf93	0.468
C15orf26	0.4825
C15orf27	0.6155
C15ORF31	0.4235
C15orf32	0.502
C15orf37	0.557
C15ORF37	0.5945
C15orf38	0.5965
C15orf38-AP3S2	0.603
C15orf39	0.5165
C15orf40	0.5545
C15orf41	0.528
C15orf43	0.4345
C15orf48	0.455
C15orf52	0.561
C15orf53	0.5
C15orf54	0.3965
C15orf56	0.668
C15orf57	0.5135
C15orf59	0.7285
C15orf60	0.509
C15orf61	0.586
C15orf62	0.6245
C15orf65	0.5285
C16orf11	0.758
C16orf13	0.6875
C16orf3	0.505
C16orf45	0.554
C16orf46	0.546
C16orf47	0.453
C16orf52	0.651
C16orf54	0.572
C16orf58	0.5515
C16orf59	0.654
C16orf62	0.549
C16orf70	0.595
C16orf71	0.5925
C16orf72	0.7065
C16orf74	0.677
C16orf78	0.4545
C16orf80	0.566
C16orf86	0.6675
C16orf87	0.589
C16orf89	0.5075
C16orf90	0.602
C16orf91	0.6615
C16orf92	0.5515
C16orf93	0.5815
C16orf95	0.5515
C16orf96	0.536
C16orf97	0.398
C16orf98	0.6075
C17orf100	0.5665
C17orf102	0.6465
C17orf103	0.6265
C17orf104	0.6155
C17orf105	0.4635
C17orf107	0.657
C17orf112	0.423
C17orf47	0.4685
C17orf49	0.603
C17orf50	0.4935
C17orf51	0.479
C17orf53	0.5635
C17orf58	0.627
C17orf59	0.599
C17orf62	0.55
C17orf64	0.5755
C17orf66	0.4825
C17orf67	0.6945
C17orf70	0.683
C17orf72	0.635
C17orf74	0.562
C17orf75	0.517
C17orf77	0.437
C17orf78	0.438
C17orf80	0.6045
C17orf82	0.7
C17orf85	0.5755
C17orf89	0.664
C17orf96	0.645
C17orf97	0.597
C17orf98	0.537
C17orf99	0.614
C18orf21	0.502
C18orf25	0.65
C18orf32	0.4905
C18orf42	0.5685
C18orf54	0.499
C18orf56	0.6175
C18orf63	0.5655
C18orf64	0.46
C18orf8	0.5765
C19orf10	0.5985
C19orf12	0.6255
C19orf18	0.467
C19orf24	0.6965
C19orf25	0.6105
C19orf26	0.726
C19orf33	0.604
C19orf35	0.62
C19orf38	0.5475
C19orf40	0.552
C19orf43	0.5885
C19orf44	0.5495
C19orf45	0.492
C19orf47	0.523
C19orf48	0.517
C19orf52	0.6725
C19orf53	0.522
C19orf54	0.5465
C19orf55	0.58
C19orf57	0.6095
C19orf59	0.523
C19orf60	0.636
C19orf66	0.6315
C19orf67	0.5455
C19orf68	0.645
C19orf69	0.548
C19orf70	0.6185
C19orf71	0.576
C19orf73	0.6805
C19orf77	0.602
C19orf80	0.5455
C19orf81	0.58
C19orf82	0.493
C19orf83	0.5945
C19orf84	0.534
C1D	0.4215
C1GALT1	0.595
C1GALT1C1	0.5035
C1orf100	0.452
C1orf101	0.5355
C1orf105	0.3525
C1orf106	0.5645
C1orf109	0.5585
C1orf110	0.473
C1orf111	0.433
C1orf112	0.4785
C1orf115	0.5495
C1orf116	0.4485
C1orf122	0.66
C1orf123	0.5385
C1orf127	0.5075
C1orf131	0.516
C1orf134	0.557
C1orf137	0.517
C1orf141	0.4025
C1orf143	0.3675
C1orf145	0.687
C1orf146	0.4935
C1orf147	0.509
C1orf158	0.434
C1orf159	0.7115
C1orf162	0.414
C1orf167	0.5685
C1orf168	0.5305
C1orf170	0.636
C1orf172	0.6145
C1orf173	0.505
C1orf174	0.644
C1orf177	0.566
C1orf180	0.4315
C1orf185	0.3455
C1orf186	0.4735
C1orf189	0.437
C1orf192	0.39
C1orf194	0.578
C1orf195	0.52
C1orf198	0.6225
C1orf200	0.5235
C1orf204	0.6465
C1orf21	0.6625
C1orf210	0.58
C1orf213	0.5865
C1orf216	0.5545
C1orf220	0.4755
C1ORF220	0.613
C1orf222	0.614
C1orf226	0.449
C1orf227	0.4275
C1orf228	0.562
C1orf229	0.668
C1orf233	0.7435
C1orf234	0.428
C1orf27	0.502
C1orf35	0.6365
C1orf43	0.6025
C1orf50	0.619
C1orf51	0.5645
C1orf52	0.543
C1orf53	0.5185
C1orf54	0.5745
C1orf56	0.582
C1orf61	0.531
C1orf63	0.603
C1orf64	0.5185
C1orf65	0.5875
C1orf68	0.513
C1orf74	0.4895
C1orf85	0.5075
C1orf86	0.705
C1orf87	0.477
C1orf94	0.5845
C1orf95	0.6355
C1QA	0.531
C1QB	0.5455
C1QBP	0.536
C1QC	0.6105
C1QL1	0.712
C1QL2	0.663
C1QL3	0.56
C1QL4	0.637
C1QTNF1	0.62
C1QTNF1-AS1	0.5835
C1QTNF2	0.493
C1QTNF3	0.469
C1QTNF4	0.5865
C1QTNF5	0.5795
C1QTNF6	0.5295
C1QTNF7	0.3505
C1QTNF8	0.6855
C1QTNF9	0.4785
C1QTNF9B	0.4505
C1R	0.5595
C1RL	0.58
C1S	0.447
C2	0.471
C20orf112	0.735
C20ORF135	0.6685
C20orf141	0.5555
C20orf144	0.538
C20orf166	0.674
C20orf173	0.53
C20orf187	0.357
C20orf194	0.6235
C20orf195	0.627
C20orf196	0.4805
C20orf197	0.5095
C20orf201	0.6905
C20orf202	0.461
C20orf24	0.5945
C20orf26	0.496
C20orf27	0.665
C20orf62	0.501
C20orf78	0.454
C20orf85	0.5065
C20orf96	0.485
C21orf119	0.5525
C21orf128	0.5815
C21orf140	0.447
C21orf2	0.626
C21orf33	0.6005
C21orf37	0.3805
C21orf49	0.547
C21orf54	0.492
C21orf58	0.677
C21orf59	0.574
C21orf62	0.448
C21orf67	0.596
C21orf88	0.587
C21orf90	0.5485
C21orf91	0.5695
C22orf15	0.557
C22orf23	0.5795
C22orf24	0.595
C22orf26	0.633
C22orf29	0.6645
C22orf31	0.4575
C22orf34	0.6145
C22orf39	0.5815
C22orf42	0.4625
C22orf43	0.4985
C22orf46	0.512
C2CD2	0.6835
C2CD2L	0.6225
