CHR	TSS	Gene-Symbol	Category	Strand	TS_ID	bigCategory	ID	DukeUq	RepeatMaskerFrac	geneGC
chr1	17866330	ARHGEF10L	WGS	1	ARHGEF10L	WGS	chr1_17865330_17867330	1	0.161	0.6745
chr1	18081808	ACTL8	WGS	1	ACTL8	WGS	chr1_18080808_18082808	0.998583	0.786	0.4985
chr1	18434240	IGSF21	WGS	1	IGSF21	WGS	chr1_18433240_18435240	0.99325	0.1425	0.628
chr1	18807424	KLHDC7A	WGS	1	KLHDC7A	WGS	chr1_18806424_18808424	1	0.1005	0.583
chr1	18957500	PAX7	WGS	1	PAX7	WGS	chr1_18956500_18958500	1	0.0305	0.6105
chr1	19186176	TAS1R2	WGS	-1	TAS1R2	WGS	chr1_19185176_19187176	1	0.1695	0.5125
chr1	19229275	ALDH4A1	WGS	-1	ALDH4A1	WGS	chr1_19228275_19230275	1	0.117	0.553
chr1	19283180	IFFO2	WGS	-1	IFFO2	WGS	chr1_19282180_19284180	1	0.096	0.722
chr1	19536770	UBR4	WGS	-1	UBR4	WGS	chr1_19535770_19537770	1	0.037	0.5455
chr1	19578046	EMC1	WGS	-1	EMC1	WGS	chr1_19577046_19579046	0.966042	0.3045	0.5555
chr1	19578033	MRTO4	WGS	1	MRTO4	WGS	chr1_19577033_19579033	0.970292	0.298	0.5575
chr1	19600568	AKR7L	WGS	-1	AKR7L	WGS	chr1_19599568_19601568	0.892875	0.2125	0.569
chr1	19615744	AKR7A3	WGS	-1	AKR7A3	WGS	chr1_19614744_19616744	0.914875	0.5	0.5265
chr1	19638640	AKR7A2	WGS	-1	AKR7A2	WGS	chr1_19637640_19639640	1	0.0405	0.663
chr1	19638822	PQLC2	WGS	1	PQLC2	WGS	chr1_19637822_19639822	1	0.0845	0.6615
chr1	19811979	CAPZB	WGS	-1	CAPZB	WGS	chr1_19810979_19812979	0.948083	0.234	0.6965
chr1	19923473	MINOS1-NBL1	WGS	1	MINOS1-NBL1	WGS	chr1_19922473_19924473	0.98725	0.167	0.534
chr1	19923484	MINOS1	WGS	1	MINOS1	WGS	chr1_19922484_19924484	0.98725	0.1615	0.5325
chr1	19969726	NBL1	WGS	1	NBL1	WGS	chr1_19968726_19970726	0.877875	0.5105	0.5605
chr1	19991780	HTR6	WGS	1	HTR6	WGS	chr1_19990780_19992780	1	0.0835	0.707
chr1	20126410	TMCO4	WGS	-1	TMCO4	WGS	chr1_20125410_20127410	0.919	0.4035	0.6105
chr1	20141771	RNF186	WGS	-1	RNF186	WGS	chr1_20140771_20142771	0.995625	0.1135	0.559
chr1	20209006	OTUD3	WGS	1	OTUD3	WGS	chr1_20208006_20210006	0.908792	0.323	0.578
chr1	20250110	PLA2G2E	WGS	-1	PLA2G2E	WGS	chr1_20249110_20251110	1	0.2105	0.5765
chr1	20306909	PLA2G2A	WGS	-1	PLA2G2A	WGS	chr1_20305909_20307909	1	0.473	0.4885
chr1	20396701	PLA2G5	WGS	1	PLA2G5	WGS	chr1_20395701_20397701	0.956042	0.5125	0.493
chr1	20446050	PLA2G2D	WGS	-1	PLA2G2D	WGS	chr1_20445050_20447050	0.932083	0.5695	0.471
chr1	20465819	PLA2G2F	WGS	1	PLA2G2F	WGS	chr1_20464819_20466819	1	0.3305	0.5675
chr1	20503917	PLA2G2C	WGS	-1	PLA2G2C	WGS	chr1_20502917_20504917	1	0.134	0.443
chr1	20512578	UBXN10	WGS	1	UBXN10	WGS	chr1_20511578_20513578	1	0.1415	0.575
chr1	20617412	VWA5B1	WGS	1	VWA5B1	WGS	chr1_20616412_20618412	0.981792	0.251	0.555
chr1	20812713	CAMK2N1	WGS	-1	CAMK2N1	WGS	chr1_20811713_20813713	1	0.308	0.731
chr1	20834654	MUL1	WGS	-1	MUL1	WGS	chr1_20833654_20835654	0.968875	0.452	0.5115
chr1	20878932	FAM43B	WGS	1	FAM43B	WGS	chr1_20877932_20879932	1	0.0805	0.6345
chr1	20915441	CDA	WGS	1	CDA	WGS	chr1_20914441_20916441	0.931875	0.362	0.5445
chr1	20959948	PINK1	WGS	1	PINK1	WGS	chr1_20958948_20960948	0.99425	0.392	0.565
chr1	20988000	DDOST	WGS	-1	DDOST	WGS	chr1_20987000_20989000	1	0	0.573
chr1	21044510	KIF17	WGS	-1	KIF17	WGS	chr1_21043510_21045510	0.852458	0.3375	0.6545
chr1	21059029	SH2D5	WGS	-1	SH2D5	WGS	chr1_21058029_21060029	1	0.252	0.665
chr1	21113181	HP1BP3	WGS	-1	HP1BP3	WGS	chr1_21112181_21114181	1	0.1005	0.644
chr1	21503343	EIF4G3	WGS	-1	EIF4G3	WGS	chr1_21502343_21504343	0.969083	0.2395	0.664
chr1	21616982	ECE1	WGS	-1	ECE1	WGS	chr1_21615982_21617982	1	0.25	0.639
chr1	21766631	NBPF3	WGS	1	NBPF3	WGS	chr1_21765631_21767631	0.853042	0.253	0.583
chr1	21835865	ALPL	WGS	1	ALPL	WGS	chr1_21834865_21836865	1	0.2165	0.66
chr1	21978348	RAP1GAP	WGS	-1	RAP1GAP	WGS	chr1_21977348_21979348	1	0.2115	0.6565
chr1	22110099	USP48	WGS	-1	USP48	WGS	chr1_22109099_22111099	0.933833	0.218	0.5865
chr1	22138758	LDLRAD2	WGS	1	LDLRAD2	WGS	chr1_22137758_22139758	0.878708	0.547	0.5
chr1	22263790	HSPG2	WGS	-1	HSPG2	WGS	chr1_22262790_22264790	0.9455	0.373	0.665
chr1	22303514	CELA3B	WGS	1	CELA3B	WGS	chr1_22302514_22304514	0.732875	0.6485	0.5015
chr1	22328149	CELA3A	WGS	1	CELA3A	WGS	chr1_22327149_22329149	0.748875	0.6485	0.4945
chr1	22379161	CDC42	WGS	1	CDC42	WGS	chr1_22378161_22380161	0.941875	0.391	0.6315
chr1	22469459	WNT4	WGS	-1	WNT4	WGS	chr1_22468459_22470459	0.999167	0.2505	0.7545
chr1	22778344	ZBTB40	WGS	1	ZBTB40	WGS	chr1_22777344_22779344	0.966375	0.2985	0.5655
chr1	22890057	EPHA8	WGS	1	EPHA8	WGS	chr1_22889057_22891057	1	0.167	0.675
chr1	22962999	C1QA	WGS	1	C1QA	WGS	chr1_22961999_22963999	0.943917	0.436	0.531
chr1	22970126	C1QC	WGS	1	C1QC	WGS	chr1_22969126_22971126	0.99275	0.1655	0.6105
chr1	22979682	C1QB	WGS	1	C1QB	WGS	chr1_22978682_22980682	0.99375	0.444	0.5455
chr1	23037463	EPHB2	WGS	1	EPHB2	WGS	chr1_23036463_23038463	1	0.2215	0.744
chr1	23291831	LACTBL1	WGS	-1	LACTBL1	WGS	chr1_23290831_23292831	0.981375	0.5155	0.485
chr1	23342343	C1orf234	WGS	-1	C1orf234	WGS	chr1_23341343_23343343	0.731792	0.906	0.428
chr1	23345986	KDM1A	WGS	1	KDM1A	WGS	chr1_23344986_23346986	1	0.1575	0.563
chr1	23504301	LUZP1	WGS	-1	LUZP1	WGS	chr1_23503301_23505301	0.967292	0.548	0.541
chr1	23521222	HTR1D	WGS	-1	HTR1D	WGS	chr1_23520222_23522222	0.905792	0.226	0.47
chr1	23670803	HNRNPR	WGS	-1	HNRNPR	WGS	chr1_23669803_23671803	1	0	0.6085
chr1	23695935	ZNF436	WGS	-1	ZNF436	WGS	chr1_23694935_23696935	1	0.0785	0.5645
chr1	23695729	C1orf213	WGS	1	C1orf213	WGS	chr1_23694729_23696729	1	0.0135	0.5865
chr1	23751233	TCEA3	WGS	-1	TCEA3	WGS	chr1_23750233_23752233	0.971375	0.277	0.6445
chr1	23810671	ASAP3	WGS	-1	ASAP3	WGS	chr1_23809671_23811671	1	0.2755	0.65
chr1	23857712	E2F2	WGS	-1	E2F2	WGS	chr1_23856712_23858712	1	0.194	0.594
chr1	23886285	ID3	WGS	-1	ID3	WGS	chr1_23885285_23887285	1	0.0265	0.527
chr1	23953824	MDS2	WGS	1	MDS2	WGS	chr1_23952824_23954824	0.814208	0.905	0.52
chr1	24018269	RPL11	WGS	1	RPL11	WGS	chr1_24017269_24019269	0.917333	0.315	0.503
chr1	24069645	TCEB3	WGS	1	TCEB3	WGS	chr1_24068645_24070645	1	0.179	0.5975
chr1	24104895	PITHD1	WGS	1	PITHD1	WGS	chr1_24103895_24105895	0.889542	0.4675	0.5625
chr1	24117460	LYPLA2	WGS	1	LYPLA2	WGS	chr1_24116460_24118460	0.925083	0.225	0.5695
chr1	24126892	GALE	WGS	-1	GALE	WGS	chr1_24125892_24127892	1	0.1335	0.655
chr1	24151949	HMGCL	WGS	-1	HMGCL	WGS	chr1_24150949_24152949	0.901833	0.4395	0.503
chr1	24194784	FUCA1	WGS	-1	FUCA1	WGS	chr1_24193784_24195784	0.988625	0.273	0.585
chr1	24285549	CNR2	WGS	-1	CNR2	WGS	chr1_24284549_24286549	0.888542	0.228	0.53
chr1	24286302	PNRC2	WGS	1	PNRC2	WGS	chr1_24285302_24287302	0.98125	0.0765	0.5475
chr1	24306809	SRSF10	WGS	-1	SRSF10	WGS	chr1_24305809_24307809	0.960292	0.1285	0.525
chr1	24438665	MYOM3	WGS	-1	MYOM3	WGS	chr1_24437665_24439665	0.99325	0.3215	0.5715
chr1	24469611	IL22RA1	WGS	-1	IL22RA1	WGS	chr1_24468611_24470611	1	0.0795	0.55
chr1	24513751	IFNLR1	WGS	-1	IFNLR1	WGS	chr1_24512751_24514751	0.935083	0.2395	0.576
chr1	24645915	GRHL3	WGS	1	GRHL3	WGS	chr1_24644915_24646915	1	0.2715	0.486
chr1	24741587	STPG1	WGS	-1	STPG1	WGS	chr1_24740587_24742587	0.891542	0.3745	0.5425
chr1	24742284	NIPAL3	WGS	1	NIPAL3	WGS	chr1_24741284_24743284	0.99975	0.0855	0.5355
chr1	24829387	RCAN3	WGS	1	RCAN3	WGS	chr1_24828387_24830387	1	0.1155	0.6165
chr1	24882602	NCMAP	WGS	1	NCMAP	WGS	chr1_24881602_24883602	0.986667	0.367	0.582
chr1	24969503	SRRM1	WGS	1	SRRM1	WGS	chr1_24968503_24970503	0.867	0.1885	0.6305
chr1	25071848	CLIC4	WGS	1	CLIC4	WGS	chr1_25070848_25072848	0.88	0.2335	0.6425
chr1	25291501	RUNX3	WGS	-1	RUNX3	WGS	chr1_25290501_25292501	0.99875	0.05	0.5845
chr1	25558984	SYF2	WGS	-1	SYF2	WGS	chr1_25557984_25559984	0.998	0.4675	0.5095
chr1	25574010	C1orf63	WGS	-1	C1orf63	WGS	chr1_25573010_25575010	0.988417	0.085	0.603
chr1	25598884	RHD	WGS	1	RHD	WGS	chr1_25597884_25599884	0.679708	0.3045	0.4825
chr1	25664408	TMEM50A	WGS	1	TMEM50A	WGS	chr1_25663408_25665408	0.72775	0.106	0.6255
chr1	25747336	RHCE	WGS	-1	RHCE	WGS	chr1_25746336_25748336	0.672792	0.2805	0.485
chr1	25757411	TMEM57	WGS	1	TMEM57	WGS	chr1_25756411_25758411	1	0.1305	0.6675
chr1	25870071	LDLRAP1	WGS	1	LDLRAP1	WGS	chr1_25869071_25871071	0.918125	0.336	0.631
chr1	25943959	MAN1C1	WGS	1	MAN1C1	WGS	chr1_25942959_25944959	1	0.423	0.7585
chr1	26126667	SEPN1	WGS	1	SEPN1	WGS	chr1_26125667_26127667	1	0.1555	0.664
chr1	26146684	MTFR1L	WGS	1	MTFR1L	WGS	chr1_26145684_26147684	0.9835	0.104	0.633
chr1	26147288	AL020996.1	WGS	-1	AL020996.1	WGS	chr1_26146288_26148288	1	0.212	0.628
chr1	26185903	AUNIP	WGS	-1	AUNIP	WGS	chr1_26184903_26186903	0.924708	0.354	0.5335
chr1	26197744	PAQR7	WGS	-1	PAQR7	WGS	chr1_26196744_26198744	1	0.346	0.505
chr1	26232957	STMN1	WGS	-1	STMN1	WGS	chr1_26231957_26233957	1	0	0.673
chr1	26324648	PAFAH2	WGS	-1	PAFAH2	WGS	chr1_26323648_26325648	1	0.255	0.5125
chr1	26348271	EXTL1	WGS	1	EXTL1	WGS	chr1_26347271_26349271	1	0.18	0.61
chr1	26372624	SLC30A2	WGS	-1	SLC30A2	WGS	chr1_26371624_26373624	1	0	0.6785
chr1	26394124	TRIM63	WGS	-1	TRIM63	WGS	chr1_26393124_26395124	0.9405	0.2955	0.535
chr1	26438328	PDIK1L	WGS	1	PDIK1L	WGS	chr1_26437328_26439328	1	0.0135	0.6805
chr1	26485511	FAM110D	WGS	1	FAM110D	WGS	chr1_26484511_26486511	1	0.1295	0.5685
chr1	26496362	ZNF593	WGS	1	ZNF593	WGS	chr1_26495362_26497362	1	0	0.6085
chr1	26503894	CNKSR1	WGS	1	CNKSR1	WGS	chr1_26502894_26504894	0.786583	0.592	0.5375
chr1	26517052	CATSPER4	WGS	1	CATSPER4	WGS	chr1_26516052_26518052	1	0.0565	0.561
chr1	26560693	CEP85	WGS	1	CEP85	WGS	chr1_26559693_26561693	0.923167	0.3865	0.5805
chr1	26605667	SH3BGRL3	WGS	1	SH3BGRL3	WGS	chr1_26604667_26606667	0.9885	0	0.562
chr1	26644854	UBXN11	WGS	-1	UBXN11	WGS	chr1_26643854_26645854	0.889333	0.306	0.5385
chr1	26644448	CD52	WGS	1	CD52	WGS	chr1_26643448_26645448	0.952333	0.3085	0.5145
chr1	26670576	AIM1L	WGS	-1	AIM1L	WGS	chr1_26669576_26671576	0.98425	0.231	0.613
chr1	26699266	ZNF683	WGS	-1	ZNF683	WGS	chr1_26698266_26700266	0.870042	0.3115	0.5155
chr1	26737269	LIN28A	WGS	1	LIN28A	WGS	chr1_26736269_26738269	0.988083	0.066	0.6115
chr1	26758846	DHDDS	WGS	1	DHDDS	WGS	chr1_26757846_26759846	0.929292	0.226	0.505
chr1	26799010	HMGN2	WGS	1	HMGN2	WGS	chr1_26798010_26800010	0.99475	0.015	0.6595
chr1	26872343	RPS6KA1	WGS	1	RPS6KA1	WGS	chr1_26871343_26873343	0.917208	0.2635	0.5805
chr1	27022524	ARID1A	WGS	1	ARID1A	WGS	chr1_27021524_27023524	1	0.2445	0.7205
chr1	27114686	PIGV	WGS	1	PIGV	WGS	chr1_27113686_27115686	1	0.13	0.5795
chr1	27153201	ZDHHC18	WGS	1	ZDHHC18	WGS	chr1_27152201_27154201	0.918292	0.3495	0.6505
chr1	27189633	SFN	WGS	1	SFN	WGS	chr1_27188633_27190633	1	0.081	0.591
chr1	27216788	GPN2	WGS	-1	GPN2	WGS	chr1_27215788_27217788	1	0.143	0.59
chr1	27226957	GPATCH3	WGS	-1	GPATCH3	WGS	chr1_27225957_27227957	0.9555	0.356	0.484
chr1	27248217	NUDC	WGS	1	NUDC	WGS	chr1_27247217_27249217	0.986375	0.335	0.5345
chr1	27240457	NR0B2	WGS	-1	NR0B2	WGS	chr1_27239457_27241457	0.84425	0.328	0.564
chr1	27286897	C1orf172	WGS	-1	C1orf172	WGS	chr1_27285897_27287897	0.96175	0.267	0.6145
chr1	27320198	TRNP1	WGS	1	TRNP1	WGS	chr1_27319198_27321198	0.93775	0.312	0.6855
chr1	27339327	FAM46B	WGS	-1	FAM46B	WGS	chr1_27338327_27340327	0.843292	0.3115	0.5875
chr1	27481401	SLC9A1	WGS	-1	SLC9A1	WGS	chr1_27480401_27482401	0.9995	0.284	0.558
chr1	27561159	WDTC1	WGS	1	WDTC1	WGS	chr1_27560159_27562159	0.98475	0.0405	0.647
chr1	27648651	TMEM222	WGS	1	TMEM222	WGS	chr1_27647651_27649651	0.928167	0.4135	0.554
chr1	27671364	SYTL1	WGS	1	SYTL1	WGS	chr1_27670364_27672364	0.730208	0.503	0.554
chr1	27693383	MAP3K6	WGS	-1	MAP3K6	WGS	chr1_27692383_27694383	1	0.1415	0.63
chr1	27701315	FCN3	WGS	-1	FCN3	WGS	chr1_27700315_27702315	0.908833	0.346	0.538
chr1	27709793	CD164L2	WGS	-1	CD164L2	WGS	chr1_27708793_27710793	0.999417	0.1935	0.639
chr1	27719148	GPR3	WGS	1	GPR3	WGS	chr1_27718148_27720148	1	0	0.635
chr1	27816669	WASF2	WGS	-1	WASF2	WGS	chr1_27815669_27817669	0.833	0.455	0.577
chr1	27930143	AHDC1	WGS	-1	AHDC1	WGS	chr1_27929143_27931143	1	0.214	0.683
chr1	27961788	FGR	WGS	-1	FGR	WGS	chr1_27960788_27962788	0.945875	0.2495	0.611
chr1	27998689	IFI6	WGS	-1	IFI6	WGS	chr1_27997689_27999689	0.896	0.642	0.4835
chr1	28052568	FAM76A	WGS	1	FAM76A	WGS	chr1_28051568_28053568	0.99125	0.0455	0.605
chr1	28099694	STX12	WGS	1	STX12	WGS	chr1_28098694_28100694	1	0.0565	0.511
chr1	28157289	PPP1R8	WGS	1	PPP1R8	WGS	chr1_28156289_28158289	0.898917	0.2555	0.525
chr1	28177255	AL109927.1	WGS	-1	AL109927.1	WGS	chr1_28176255_28178255	1	0.065	0.4345
chr1	28199079	THEMIS2	WGS	1	THEMIS2	WGS	chr1_28198079_28200079	0.92675	0.398	0.6035
chr1	28241254	RPA2	WGS	-1	RPA2	WGS	chr1_28240254_28242254	0.996	0.3215	0.5215
chr1	28261504	SMPDL3B	WGS	1	SMPDL3B	WGS	chr1_28260504_28262504	0.833708	0.624	0.508
chr1	28285973	XKR8	WGS	1	XKR8	WGS	chr1_28284973_28286973	0.904875	0.19	0.6355
chr1	28415207	EYA3	WGS	-1	EYA3	WGS	chr1_28414207_28416207	0.807042	0.29	0.5385
chr1	28503699	PTAFR	WGS	-1	PTAFR	WGS	chr1_28502699_28504699	0.944708	0.3615	0.5285
chr1	28559536	DNAJC8	WGS	-1	DNAJC8	WGS	chr1_28558536_28560536	0.945	0.5935	0.5075
chr1	28527152	AL353354.1	WGS	-1	AL353354.1	WGS	chr1_28526152_28528152	0.868833	0.1625	0.4665
chr1	28527070	AL353354.2	WGS	1	AL353354.2	WGS	chr1_28526070_28528070	0.885167	0.1625	0.463
chr1	28562644	ATPIF1	WGS	1	ATPIF1	WGS	chr1_28561644_28563644	0.908917	0.252	0.5515
chr1	28586038	SESN2	WGS	1	SESN2	WGS	chr1_28585038_28587038	1	0.04	0.62
chr1	28655549	MED18	WGS	1	MED18	WGS	chr1_28654549_28656549	0.799583	0.5855	0.5155
chr1	28764682	PHACTR4	WGS	1	PHACTR4	WGS	chr1_28763682_28765682	0.970542	0.3595	0.3935
chr1	28844769	RCC1	WGS	1	RCC1	WGS	chr1_28843769_28845769	1	0.3005	0.5905
chr1	28879597	TRNAU1AP	WGS	1	TRNAU1AP	WGS	chr1_28878597_28880597	0.823917	0.398	0.5445
chr1	28969517	TAF12	WGS	-1	TAF12	WGS	chr1_28968517_28970517	0.917	0.2505	0.527
chr1	28918712	RAB42	WGS	1	RAB42	WGS	chr1_28917712_28919712	0.901917	0.341	0.61
chr1	28995292	GMEB1	WGS	1	GMEB1	WGS	chr1_28994292_28996292	0.962	0.3795	0.6095
chr1	29063271	YTHDF2	WGS	1	YTHDF2	WGS	chr1_29062271_29064271	1	0.0965	0.588
chr1	29138654	OPRD1	WGS	1	OPRD1	WGS	chr1_29137654_29139654	1	0.3105	0.625
chr1	29213603	EPB41	WGS	1	EPB41	WGS	chr1_29212603_29214603	1	0.331	0.6085
chr1	29449013	TMEM200B	WGS	-1	TMEM200B	WGS	chr1_29448013_29450013	1	0.022	0.7265
chr1	29508499	SRSF4	WGS	-1	SRSF4	WGS	chr1_29507499_29509499	0.917958	0.3705	0.592
chr1	29557444	MECR	WGS	-1	MECR	WGS	chr1_29556444_29558444	1	0.4275	0.5005
chr1	29563028	PTPRU	WGS	1	PTPRU	WGS	chr1_29562028_29564028	1	0.2765	0.5825
chr1	31196434	MATN1	WGS	-1	MATN1	WGS	chr1_31195434_31197434	1	0.2775	0.5775
chr1	31230667	LAPTM5	WGS	-1	LAPTM5	WGS	chr1_31229667_31231667	0.995792	0.3415	0.559
chr1	31381608	SDC3	WGS	-1	SDC3	WGS	chr1_31380608_31382608	1	0.453	0.7175
chr1	31538542	PUM1	WGS	-1	PUM1	WGS	chr1_31537542_31539542	0.899875	0.238	0.5585
chr1	31712401	NKAIN1	WGS	-1	NKAIN1	WGS	chr1_31711401_31713401	1	0.1755	0.6465
chr1	31769617	SNRNP40	WGS	-1	SNRNP40	WGS	chr1_31768617_31770617	0.99925	0.127	0.5255
chr1	31769855	ZCCHC17	WGS	1	ZCCHC17	WGS	chr1_31768855_31770855	0.99925	0.175	0.5275
chr1	31845923	FABP3	WGS	-1	FABP3	WGS	chr1_31844923_31846923	1	0.083	0.5795
chr1	31882412	SERINC2	WGS	1	SERINC2	WGS	chr1_31881412_31883412	1	0.3825	0.5095
chr1	31902614	AC114494.1	WGS	-1	AC114494.1	WGS	chr1_31901614_31903614	0.98775	0.377	0.521
chr1	32042136	TINAGL1	WGS	1	TINAGL1	WGS	chr1_32041136_32043136	1	0.0485	0.6235
chr1	32083301	HCRTR1	WGS	1	HCRTR1	WGS	chr1_32082301_32084301	1	0.265	0.6345
chr1	32110488	PEF1	WGS	-1	PEF1	WGS	chr1_32109488_32111488	1	0.367	0.535
chr1	32169920	COL16A1	WGS	-1	COL16A1	WGS	chr1_32168920_32170920	1	0.1665	0.607
chr1	32229636	BAI2	WGS	-1	BAI2	WGS	chr1_32228636_32230636	1	0.137	0.673
chr1	32281652	SPOCD1	WGS	-1	SPOCD1	WGS	chr1_32280652_32282652	0.926708	0.3225	0.502
chr1	32403988	PTP4A2	WGS	-1	PTP4A2	WGS	chr1_32402988_32404988	0.88925	0.4285	0.6655
chr1	32379174	AL136115.1	WGS	1	AL136115.1	WGS	chr1_32378174_32380174	0.925583	0.282	0.376
chr1	32479430	KHDRBS1	WGS	1	KHDRBS1	WGS	chr1_32478430_32480430	1	0.0345	0.6155
chr1	32538503	TMEM39B	WGS	1	TMEM39B	WGS	chr1_32537503_32539503	1	0.266	0.554
chr1	32573639	KPNA6	WGS	1	KPNA6	WGS	chr1_32572639_32574639	0.867542	0.361	0.538
chr1	32645666	TXLNA	WGS	1	TXLNA	WGS	chr1_32644666_32646666	1	0.1295	0.586
chr1	32665987	CCDC28B	WGS	1	CCDC28B	WGS	chr1_32664987_32666987	1	0.0635	0.5785
chr1	32671236	IQCC	WGS	1	IQCC	WGS	chr1_32670236_32672236	1	0	0.593
chr1	32674695	DCDC2B	WGS	1	DCDC2B	WGS	chr1_32673695_32675695	0.844417	0.2405	0.525
chr1	32687926	TMEM234	WGS	-1	TMEM234	WGS	chr1_32686926_32688926	0.967292	0.327	0.5555
chr1	32687971	EIF3I	WGS	1	EIF3I	WGS	chr1_32686971_32688971	0.944792	0.3495	0.558
chr1	32712834	FAM167B	WGS	1	FAM167B	WGS	chr1_32711834_32713834	0.906458	0.325	0.5445
chr1	32716840	LCK	WGS	1	LCK	WGS	chr1_32715840_32717840	0.988417	0.098	0.5745
chr1	32757687	HDAC1	WGS	1	HDAC1	WGS	chr1_32756687_32758687	0.953667	0.387	0.5625
chr1	32801980	MARCKSL1	WGS	-1	MARCKSL1	WGS	chr1_32800980_32802980	1	0.06	0.703
chr1	32827798	TSSK3	WGS	1	TSSK3	WGS	chr1_32826798_32828798	1	0.064	0.6555
chr1	32827844	FAM229A	WGS	-1	FAM229A	WGS	chr1_32826844_32828844	1	0.064	0.6535
chr1	32860031	BSDC1	WGS	-1	BSDC1	WGS	chr1_32859031_32861031	0.995	0.279	0.5355
chr1	32930670	ZBTB8B	WGS	1	ZBTB8B	WGS	chr1_32929670_32931670	0.99125	0.35	0.557
chr1	33005028	ZBTB8A	WGS	1	ZBTB8A	WGS	chr1_33004028_33006028	1	0.1835	0.542
chr1	33116185	ZBTB8OS	WGS	-1	ZBTB8OS	WGS	chr1_33115185_33117185	0.883125	0.1895	0.5555
chr1	33116749	RBBP4	WGS	1	RBBP4	WGS	chr1_33115749_33117749	0.972708	0	0.561
chr1	33168720	SYNC	WGS	-1	SYNC	WGS	chr1_33167720_33169720	1	0.1085	0.6355
chr1	33207486	KIAA1522	WGS	1	KIAA1522	WGS	chr1_33206486_33208486	1	0.168	0.671
chr1	33283754	YARS	WGS	-1	YARS	WGS	chr1_33282754_33284754	1	0	0.596
chr1	33283156	S100PBP	WGS	1	S100PBP	WGS	chr1_33282156_33284156	1	0.024	0.6205
chr1	33336414	FNDC5	WGS	-1	FNDC5	WGS	chr1_33335414_33337414	1	0.282	0.67
chr1	33352036	HPCA	WGS	1	HPCA	WGS	chr1_33351036_33353036	1	0.0735	0.6465
chr1	33366959	TMEM54	WGS	-1	TMEM54	WGS	chr1_33365959_33367959	0.944417	0.4915	0.6355
chr1	33430286	RNF19B	WGS	-1	RNF19B	WGS	chr1_33429286_33431286	0.997917	0.2705	0.6205
chr1	33439268	FKSG48	WGS	1	FKSG48	WGS	chr1_33438268_33440268	0.495333	0.6385	0.6385
chr1	33502593	AK2	WGS	-1	AK2	WGS	chr1_33501593_33503593	0.905	0.3195	0.506
chr1	33546714	ADC	WGS	1	ADC	WGS	chr1_33545714_33547714	0.9865	0.1845	0.557
chr1	33647267	TRIM62	WGS	-1	TRIM62	WGS	chr1_33646267_33648267	0.993	0.229	0.658
chr1	33722174	ZNF362	WGS	1	ZNF362	WGS	chr1_33721174_33723174	0.99625	0.338	0.69
chr1	33786699	A3GALT2	WGS	-1	A3GALT2	WGS	chr1_33785699_33787699	0.9895	0.141	0.533
chr1	33841194	PHC2	WGS	-1	PHC2	WGS	chr1_33840194_33842194	0.902	0.5065	0.468
chr1	33938246	ZSCAN20	WGS	1	ZSCAN20	WGS	chr1_33937246_33939246	1	0.349	0.4865
chr1	34326101	HMGB4	WGS	1	HMGB4	WGS	chr1_34325101_34327101	1	0.7865	0.405
chr1	34643271	C1orf94	WGS	1	C1orf94	WGS	chr1_34642271_34644271	1	0.0295	0.5845
chr1	35325417	SMIM12	WGS	-1	SMIM12	WGS	chr1_35324417_35326417	0.916875	0.344	0.5325
chr1	35220648	GJB5	WGS	1	GJB5	WGS	chr1_35219648_35221648	1	0.275	0.5385
chr1	35225342	GJB4	WGS	1	GJB4	WGS	chr1_35224342_35226342	1	0.176	0.551
chr1	35246790	GJB3	WGS	1	GJB3	WGS	chr1_35245790_35247790	0.9935	0.3185	0.587
chr1	35258599	GJA4	WGS	1	GJA4	WGS	chr1_35257599_35259599	1	0.1615	0.586
chr1	35395186	DLGAP3	WGS	-1	DLGAP3	WGS	chr1_35394186_35396186	0.99975	0.25	0.72
chr1	35450954	ZMYM6NB	WGS	-1	ZMYM6NB	WGS	chr1_35449954_35451954	0.967875	0.3425	0.5265
chr1	35497569	ZMYM6	WGS	-1	ZMYM6	WGS	chr1_35496569_35498569	0.945417	0.3915	0.454
chr1	35544992	ZMYM1	WGS	1	ZMYM1	WGS	chr1_35543992_35545992	0.861417	0.515	0.4925
chr1	35658749	SFPQ	WGS	-1	SFPQ	WGS	chr1_35657749_35659749	0.928417	0.252	0.6045
chr1	35734568	ZMYM4	WGS	1	ZMYM4	WGS	chr1_35733568_35735568	1	0.116	0.54
chr1	36023014	KIAA0319L	WGS	-1	KIAA0319L	WGS	chr1_36022014_36024014	1	0.028	0.6055
chr1	36023409	NCDN	WGS	1	NCDN	WGS	chr1_36022409_36024409	1	0.045	0.6435
chr1	36038971	TFAP2E	WGS	1	TFAP2E	WGS	chr1_36037971_36039971	1	0.1515	0.642
chr1	36107445	PSMB2	WGS	-1	PSMB2	WGS	chr1_36106445_36108445	0.821667	0.4155	0.502
chr1	36185073	C1orf216	WGS	-1	C1orf216	WGS	chr1_36184073_36186073	0.84175	0.3165	0.5545
chr1	36235529	CLSPN	WGS	-1	CLSPN	WGS	chr1_36234529_36236529	0.908	0.3955	0.561
chr1	36273773	AGO4	WGS	1	AGO4	WGS	chr1_36272773_36274773	0.918417	0.2865	0.653
