geneName	chr	start	end	strand	avg_exp
ADCY8	chr8	131792547	132054672	-1	0.0225910987063723
ADCY9	chr16	4003388	4166186	-1	11.4627991914139
ADCYAP1	chr18	904944	912173	1	0
ADCYAP1R1	chr7	31092076	31151089	1	0.355129874853368
ADD1	chr4	2845584	2931803	1	265.280376383255
ADD2	chr2	70834750	70995357	-1	2.6465039234126
ADD3	chr10	111756126	111895323	1	323.69014332258
ADGB	chr6	146920101	147136598	1	1.28785746508528
ADH1A	chr4	100197524	100212185	-1	0.264707922092448
ADH1B	chr4	100226121	100242558	-1	0.10126840363927
ADH4	chr4	100044808	100078949	-1	0.608185456938515
ADH5	chr4	99992132	100009952	-1	46.6778970560684
ADH6	chr4	100123795	100140694	-1	0.857067821705247
ADH7	chr4	100333418	100356894	-1	0.179695903078381
ADHFE1	chr8	67342420	67383836	1	43.2359767745212
ADI1	chr2	3501132	3523507	-1	3.04316851049242
ADIPOQ	chr3	186560463	186576252	1	0.0054659963060177
ADIPOR1	chr1	202909951	202927700	-1	55.7321572641033
ADIPOR2	chr12	1797740	1897844	1	13.1064733942542
ADIRF	chr10	88727949	88743691	1	0
ADK	chr10	75910960	76469061	1	91.9495162376941
ADM	chr11	10326227	10328944	1	1.08347340276842
ADM2	chr22	50919985	50924869	1	0.0791065446093026
ADM5	chr19	50191921	50193832	1	0.161963420928901
ADNP	chr20	49505585	49547958	-1	36.4976059579752
ADNP2	chr18	77866915	77905406	1	6.78067214869711
ADO	chr10	64564516	64568238	1	0.294247165209243
ADORA1	chr1	203059782	203136533	1	0.0644295346024076
ADORA2A	chr22	24813847	24838328	1	4.18931402049267
ADORA2B	chr17	15848231	15879060	1	0.892830708810353
ADORA3	chr1	112025970	112106584	-1	2.68949806292823
ADPGK	chr15	73043710	73078187	-1	67.9524989746569
ADPRH	chr3	119298115	119308792	1	3.06054586545069
ADPRHL1	chr13	114076260	114107839	-1	0.653800837671922
ADPRHL2	chr1	36554476	36559533	1	2.84005277549909
ADPRM	chr17	10600911	10614550	1	16.143644790014
ADRA1A	chr8	26605667	26724790	-1	0.0883851224413696
ADRA1B	chr5	159343790	159399551	1	0
ADRA1D	chr20	4201329	4229721	-1	0
ADRA2A	chr10	112836790	112840658	1	0.0658922773026832
ADRA2B	chr2	96778707	96781984	-1	0.0492792689366443
ADRA2C	chr4	3768075	3770251	1	0.0123186052915481
ADRB1	chr10	115803806	115806667	1	0.059981890758028
ADRB2	chr5	148206156	148208196	1	29.9777746901672
ADRB3	chr8	37820516	37824483	-1	0.0259695362019143
ADRM1	chr20	60877149	60883918	1	36.3382154617992
ADSL	chr22	40742507	40786467	1	97.2541551563701
ADSS	chr1	244571796	244615436	-1	36.9308845184782
ADSSL1	chr14	105190523	105213662	1	1.33151584091837
ADTRP	chr6	11712287	11807279	-1	6.1223238249438
AEBP1	chr7	44143960	44154161	1	54.0715152505125
AEBP2	chr12	19556979	19873735	1	62.9097320839137
AEN	chr15	89164527	89175513	1	2.98015481379081
AES	chr19	3052908	3063105	-1	206.45324115381
AF131215.5	chr8	10983980	10987745	-1	0.0859843799503122
AFAP1	chr4	7760441	7941653	-1	4.3776837452898
AFAP1L1	chr5	148651434	148721365	1	0.172220499949914
AFAP1L2	chr10	116054583	116164515	-1	1.11617686817597
AFF1	chr4	87856154	88062206	1	167.722611085136
AFF2	chrX	147582139	148082193	1	6.40118197465442
AFF3	chr2	100162323	100759201	-1	107.294594352006
AFF4	chr5	132211071	132299326	-1	72.4810238787827
AFG3L2	chr18	12328943	12377313	-1	38.8391240161102
AFM	chr4	74347400	74369691	1	0.102236398220478
AFMID	chr17	76183398	76203782	1	16.2287298309176
AFP	chr4	74296855	74321891	1	0.0138533590879684
AFTPH	chr2	64751465	64820139	1	44.2267374510952
AGA	chr4	178351924	178363657	-1	80.8799558746623
AGAP1	chr2	236402733	237040444	1	23.0303399338589
AGAP2	chr12	58118980	58135940	-1	18.105280824361
AGAP2-AS1	chr12	58120054	58122139	1	0.72382917184844
AGAP3	chr7	150782918	150841523	1	22.5918749737704
AGAP4	chr10	46321042	46349323	-1	453.909785351541
AGAP5	chr10	75434033	75457639	-1	155.431825674813
AGAP6	chr10	51748078	51770259	1	275.756601560382
AGAP9	chr10	48189612	48237508	1	194.346005590254
AGBL1	chr15	86685227	87572283	1	0.0187442788161612
AGBL2	chr11	47681143	47736941	-1	6.24697383442984
AGBL3	chr7	134671259	134832715	1	2.70821717083223
AGBL4	chr1	48998527	50489585	-1	0.216193872154815
AGBL5	chr2	27265232	27293490	1	24.3236090340574
AGER	chrHSCHR6_MHC_QBL	32106368	32109724	-1	40.7374713953476
AGFG1	chr2	228336868	228425930	1	82.5704533844255
AGFG2	chr7	100136834	100165842	1	23.9087723920706
AGGF1	chr5	76325076	76361059	1	33.1655428916597
AGK	chr7	141250989	141355044	1	38.8834859301145
AGL	chr1	100315640	100389579	1	22.948482810896
AGMAT	chr1	15898848	15911605	-1	1.99433398965719
AGMO	chr7	15239943	15601640	-1	0.305847101613963
AGO1	chr1	36335409	36395211	1	22.0821393727758
AGO2	chr8	141541264	141645718	-1	63.4889279094958
AGO3	chr1	36396319	36538101	1	75.3406723476452
AGO4	chr1	36273773	36323491	1	48.7499584087171
AGPAT1	chrHSCHR6_MHC_QBL	32093612	32103496	-1	10.8682598045801
AGPAT2	chr9	139567595	139581875	-1	7.50342983967747
AGPAT3	chr21	45285067	45406417	1	78.3495419440781
AGPAT4	chr6	161551011	161695093	-1	16.1956415917865
AGPAT5	chr8	6565878	6617184	1	15.1596298085632
AGPS	chr2	178257372	178408564	1	93.7445965435068
AGR2	chr7	16831435	16873057	-1	0.094771991667251
AGR3	chr7	16899029	16921611	-1	0.101012156649441
AGRN	chr1	955503	991496	1	3.84713546018746
AGRP	chr16	67516474	67517716	-1	0.783598151809013
AGT	chr1	230838269	230850043	-1	0.0113695589004519
AGTPBP1	chr9	88161455	88356944	-1	78.2015963853662
AGTR1	chr3	148415571	148460795	1	0.0115843877260327
AGTR2	chrX	115301975	115306225	1	0
AGTRAP	chr1	11796141	11814859	1	30.1423913591783
AGXT	chr2	241807896	241819919	1	0.0742555761216227
AGXT2	chr5	34998206	35048198	-1	0.125286871490828
AHCTF1	chr1	247002400	247095280	-1	44.6544538645729
AHCY	chr20	32868074	32899608	-1	15.5304467292044
AHCYL1	chr1	110527308	110566357	1	68.300878688074
AHCYL2	chr7	128864864	129070052	1	26.9785302053826
AHDC1	chr1	27860546	27930942	-1	0.925118718688672
AHI1	chr6	135604670	135818914	-1	13.531818311854
AHNAK	chr11	62201016	62323707	-1	1012.96227109267
AHNAK2	chr14	105403581	105444694	-1	3.42199628247384
AHR	chr7	17338246	17385776	1	62.3205914747638
AHRR	chr5	304291	438406	1	0.369566951257132
AHSA1	chr14	77924213	77935817	1	264.268676098433
AHSA2	chr2	61404553	61418338	1	42.9340044600649
AHSG	chr3	186330712	186339107	1	0.0884865597418347
AHSP	chr16	31539185	31540124	1	5.96121896552874
AICDA	chr12	8754762	8765467	-1	0.667585795974587
AIDA	chr1	222841355	222886552	-1	40.7982772016444
AIF1	chrHSCHR6_MHC_COX	31570375	31572212	1	359.704573317108
AIF1L	chr9	133971863	133998539	1	0
AIFM1	chrX	129263337	129299861	-1	61.8266421285237
AIFM2	chr10	71857979	71892690	-1	0.912730146414568
AIFM3	chr22	21319396	21335649	1	5.42358205377441
AIG1	chr6	143381633	143661441	1	9.29124222376299
AIM2	chr1	159032274	159116886	-1	7.71742268023189
AIMP1	chr4	107236701	107270383	1	52.2436440497238
AIMP2	chr7	6048876	6063465	1	11.0851929859901
AIP	chr11	67250512	67258574	1	73.5263319608861
AIPL1	chr17	6297013	6338519	-1	0.0403310168773243
AIRE	chr21	45705721	45718531	1	0.905848345594496
AJAP1	chr1	4714792	4852594	1	0.2985769395277
AJUBA	chr14	23440383	23451851	-1	0.126686356133805
AK1	chr9	130628759	130640022	-1	25.9400361099342
AK2	chr1	33473585	33546597	-1	326.74372173713
AK3	chr9	4711155	4742043	-1	27.3156854368965
AK4	chr1	65613232	65697828	1	1.27997124838585
AK5	chr1	77747736	78025651	1	28.5392507881619
AK7	chr14	96858448	96955764	1	0.322813858187505
AK8	chr9	135600965	135754164	-1	0.222050112547913
AK9	chr6	109814059	110012420	-1	31.0563619487866
AKAP1	chr17	55162453	55198710	1	26.9426979904384
AKAP10	chr17	19807615	19881656	-1	46.7298967268428
AKAP11	chr13	42846289	42897396	1	13.8094648659554
AKAP12	chr6	151561134	151679692	1	0.167260295984606
AKAP13	chr15	85923802	86292586	1	496.720704654076
AKAP14	chrX	119029800	119054679	1	0.702634019264607
AKAP17A	chrX	1710486	1721407	1	69.8133529171829
AKAP2	chr9	112542769	112934792	1	10.3232119827766
AKAP3	chr12	4724674	4758213	-1	0.170645597473528
AKAP4	chrX	49955406	49965664	-1	0.0677839259545643
AKAP5	chr14	64932217	64941221	1	2.64034032097116
AKAP6	chr14	32798479	33300567	1	1.71466636098372
AKAP7	chr6	131456806	131604675	1	12.503113361444
AKAP8	chr19	15464196	15490609	-1	29.096144629644
AKAP8L	chr19	15490859	15529952	-1	104.578281668078
AKAP9	chr7	91570181	91739987	1	147.002157415463
AKIP1	chr11	8932686	8941631	1	7.20502334823341
AKIRIN1	chr1	39456895	39471731	1	36.2358405344664
AKIRIN2	chr6	88384790	88411927	-1	11.9274297845958
AKNA	chr9	117096436	117156685	-1	398.426649764187
AKNAD1	chr1	109358520	109506106	-1	0.73107077708439
AKR1A1	chr1	46016215	46035721	1	77.0280176523467
AKR1B1	chr7	134127102	134144036	-1	71.9618697286524
AKR1B10	chr7	134212344	134226160	1	0.150303989336224
AKR1B15	chr7	134233888	134264627	1	0.860088289009166
AKR1C1	chr10	4934796	5025475	1	4.69528349060782
AKR1C2	chrHG871_PATCH	5029587	5060223	-1	1.08333111673177
AKR1C3	chrHG871_PATCH	5077546	5149878	1	44.7072379373626
AKR1C4	chrHG871_PATCH	5237654	5261139	1	0.285348663695244
AKR1D1	chr7	137687070	137802732	1	0.87327644784349
AKR1E2	chr10	4828821	4890254	1	11.4880961486534
AKR7A2	chr1	19630459	19638640	-1	45.7445781216024
AKR7A3	chr1	19609052	19615744	-1	0.912858016716973
AKT1	chr14	105235686	105262088	-1	56.7961624522749
AKT1S1	chr19	50372295	50381716	-1	1.45497650265506
AKT2	chr19	40736224	40791443	-1	233.028290976079
AKT3	chr1	243651535	244014381	-1	102.75301246333
AKTIP	chr16	53524952	53538323	-1	55.7822030531193
AL009178.1	chr6	168196210	168198927	1	0
AL020996.1	chr1	26145212	26147288	-1	0.28912339204971
AL022328.1	chr22	50714103	50714350	1	0
AL031320.1	chr6	143759575	143764295	1	0
AL031590.1	chr22	39656865	39657063	-1	0.0154366738218728
AL031663.1	chr20	44095910	44107452	-1	0
AL031663.2	chr20	44074071	44077220	1	0
AL031666.2	chr20	45947246	45949467	1	0.484396503131409
AL033381.1	chr6	1080164	1105181	1	0
AL035252.1	chr20	25207122	25207370	-1	0
AL035588.1	chr6	41653964	41654127	1	0
AL035681.1	chr22	41685388	41685686	-1	0.258162453040023
AL049747.1	chr22	36023040	36031181	-1	0
AL049829.1	chr14	23790839	23791484	-1	0.82447940202188
AL049840.1	chr14	104177607	104179149	1	0.0640103564949593
AL050303.1	chr21	15051621	15053459	-1	0
AL079342.1	chr6	89674246	89676685	1	0
AL096677.1	chr20	23330015	23334066	-1	0
AL109659.1	chr1	48569306	48569878	1	0
AL117190.2	chr14	101295066	101295537	-1	0
AL117190.3	chr14	101359265	101360646	1	0
AL118506.1	chr20	62585007	62585495	1	0.418346527625794
AL121761.2	chr20	19738296	19738679	-1	0
AL121895.1	chr20	34756461	34758180	-1	0
AL121901.1	chr20	31823091	31823387	1	0
AL132989.1	chr14	58754751	58755865	1	0
AL133373.1	chr14	92038788	92041383	-1	0
AL133481.1	chr10	81266126	81270678	-1	0
AL136115.1	chr1	32379174	32380745	1	0.14406924013732
AL136376.1	chr1	116915890	116926718	-1	0
AL136531.1	chr20	1316228	1317555	-1	0.171739976627564
AL137002.1	chr13	113755563	113756608	-1	5.89018317826426
AL137026.1	chr10	44873687	44878739	1	0.029916025204647
AL138847.1	chr1	63073437	63075249	1	0.410583071724018
AL139099.1	chr14	50064193	50065882	-1	0.337950603676354
AL139147.1	chr1	67131547	67142710	-1	0.0293846854393102
AL160175.1	chr20	30309001	30309134	1	0
AL160274.1	chr9	35361056	35361262	-1	0.0180197783984018
AL160286.1	chr1	179443716	179457805	-1	0
AL162389.1	chr9	110539471	110540419	-1	0
AL162424.1	chr9	125148344	125148928	-1	0
AL162431.1	chr1	180941695	180949868	1	0
AL353583.1	chr10	24770273	24770632	-1	0.0615863507342456
AL353608.1	chr9	70866135	70866572	-1	0
AL354718.1	chr9	45441273	45441542	-1	0.416580819855415
AL354993.1	chr20	52105495	52106164	1	0.0174007554812839
AL355390.1	chr13	74987094	74993252	-1	0.209063931055861
AL355490.1	chr10	99179228	99185831	-1	0
AL356215.1	chr11	35150091	35150215	-1	0
AL356356.1	chr1	150521897	150524367	1	3.66121046247568
AL357673.1	chr1	54635333	54637997	-1	0.0819219974391087
AL358333.1	chr14	52436014	52436247	-1	0
AL359091.2	chr9	131062367	131064212	1	0
AL359195.1	chr10	82009466	82013395	1	0
AL359693.1	chr6	82262307	82262537	-1	0.0107751214389509
AL359736.1	chr13	24895264	24895566	-1	3.2844510453298
AL359878.1	chr10	1017097	1034281	-1	0.0158535885128662
AL360004.1	chr9	132902889	132906498	-1	0.040837750626798
AL360181.1	chr10	135192720	135193102	-1	0.585634861951487
AL390778.1	chr9	138150512	138151275	-1	0
AL391152.1	chr14	57671888	57673291	1	0.0617324640290903
AL391421.1	chr10	79626633	79629368	1	0.232576364202883
AL441883.1	chr6	13615728	13621126	-1	0
AL445665.1	chr9	69650263	69660358	1	0.000169325391862323
AL445989.1	chr13	64320934	64321323	1	0.038321474435229
AL513478.1	chr9	43135095	43135514	1	0
AL589739.1	chr1	2258581	2259042	1	0
AL589765.1	chr1	151682909	151702070	1	0
AL590235.1	chr4	3511523	3511678	-1	0
AL590483.1	chr1	244227632	244231211	1	0
AL590560.1	chr1	159879884	159880159	-1	1.04841993983715
AL590714.1	chr1	161190160	161192296	1	0
AL590822.1	chr1	2143360	2145620	-1	0
AL590822.2	chr1	2121237	2123179	1	0.0810874380910044
AL590867.1	chr6	153552455	153668623	1	0.300805823490532
AL591479.1	chr9	70646589	70648956	1	0
AL591684.1	chr10	48255279	48279199	1	0
AL591806.1	chr1	161035655	161035943	1	0
AL596220.1	chr1	186364123	186365908	-1	0
AL626787.1	chr1	166026679	166028709	-1	0
AL627171.1	chr14	50300810	50311552	-1	0
AL627171.2	chr14	50291993	50293258	1	0
AL627309.1	chr1	134901	139379	-1	0.463383735688866
AL645608.1	chr1	861264	866445	-1	0
AL645608.2	chr1	818043	819983	1	0
AL645728.1	chr1	1510355	1511373	1	0.378874513796821
AL645922.1	chr6	31973945	31974881	-1	0.086281228505325
AL669831.1	chr1	738532	739137	-1	124.000945897623
AL807752.1	chr9	139980807	139981121	-1	1.22202339693678
AL929472.1	chr1	38292232	38293886	-1	0
ALAD	chr9	116148597	116163613	-1	19.3630276098542
ALAS1	chr3	52232102	52248343	1	12.8458945745518
ALAS2	chrX	55035488	55057497	-1	2.671538346546
ALB	chr4	74262831	74287129	1	0.236629544780911
ALCAM	chr3	105085753	105295744	1	18.9819430862584
ALDH16A1	chr19	49956426	49974305	1	7.5113656373623
ALDH18A1	chr10	97365696	97416463	-1	20.7153095996661
ALDH1A1	chr9	75515578	75695358	-1	49.482446099277
ALDH1A2	chr15	58245622	58790065	-1	1.52864749252124
ALDH1A3	chr15	101417919	101456831	1	0.188592085435805
ALDH1B1	chr9	38392661	38398658	1	0.741459772191135
ALDH1L1	chr3	125822412	125916837	-1	0.226481998179406
ALDH1L2	chr12	105413568	105478355	-1	0.806855355381612
ALDH2	chr12	112204691	112247782	1	32.0843662015222
ALDH3A1	chr17	19641297	19652256	-1	0
ALDH3A2	chr17	19551449	19580911	1	62.5809691287968
ALDH3B1	chr11	67776048	67796744	1	16.1515411241974
ALDH3B2	chr11	67429633	67448671	-1	0.010431871502904
ALDH4A1	chr1	19197926	19229275	-1	1.80996182648501
ALDH5A1	chr6	24495080	24537435	1	26.0817127233152
ALDH6A1	chr14	74523553	74551196	-1	13.2195726717621
ALDH7A1	chr5	125877533	125931110	-1	9.23627391126711
ALDH8A1	chr6	135238528	135271260	-1	1.55269817026722
ALDH9A1	chr1	165631453	165668100	-1	20.5166042135146
ALDOA	chr16	30064411	30081778	1	541.308955452415
ALDOB	chr9	104182860	104198105	-1	0.687569349545099
ALDOC	chr17	26900133	26904282	-1	6.25741919568999
ALG1	chr16	5083703	5137380	1	43.1904670573456
ALG10	chr12	34175216	34182629	1	29.0741863455581
ALG10B	chr12	38710380	38717784	1	11.7487248605729
ALG11	chr13	52586534	52603800	1	18.0380382116975
ALG12	chr22	50293877	50312106	-1	24.7101280401866
ALG13	chrX	110909043	111003877	1	133.980670694412
ALG14	chr1	95439963	95538501	-1	1.78810653462618
ALG1L	chr3	125648118	125655882	-1	1.12755294928626
ALG2	chr9	101978708	101984238	-1	25.1750274256477
ALG3	chr3	183960089	183967336	-1	23.4617602815041
ALG5	chr13	37523912	37574398	-1	29.4744761467493
ALG6	chr1	63833261	63904233	1	32.9952773090573
ALG8	chr11	77811982	77850706	-1	42.2486500574798
ALG9	chr11	111652919	111742305	-1	46.5275740368987
ALK	chr2	29415640	30144432	-1	10.3194668900275
ALKBH1	chr14	78138747	78174363	-1	3.09712094049218
ALKBH2	chr12	109525996	109531436	-1	4.21623954021323
ALKBH3	chr11	43902361	43941816	1	41.0737098048388
ALKBH4	chr7	102096685	102105323	-1	0.975871743530638
ALKBH5	chr17	18086392	18113268	1	7.53390665845247
ALKBH6	chr19	36500022	36505141	-1	14.2288902856047
ALKBH7	chr19	6372444	6375042	1	5.26832807979019
ALKBH8	chr11	107373452	107436472	-1	10.3189950628099
ALLC	chr2	3705785	3750261	1	0.057025123768353
ALMS1	chr2	73612886	73837920	1	31.9165372908227
ALOX12	chr17	6899384	6914055	1	6.41764774297122
ALOX12B	chr17	7975954	7991021	-1	0.533531505660401
ALOX15	chr17	4534197	4545589	-1	0.276567257434001
ALOX15B	chr17	7942335	7952452	1	0.883239106727104
ALOX5	chr10	45869661	45941561	1	101.557563569548
ALOX5AP	chr13	31309645	31338556	1	77.1791239294109
ALOXE3	chr17	7999218	8022365	-1	0.0766472057432534
ALPI	chr2	233320833	233324742	1	0.0282302239310003
ALPK1	chr4	113206665	113363776	1	20.2066866819453
ALPK2	chr18	56148479	56296189	-1	0.480121626981822
ALPK3	chr15	85359911	85416713	1	0.103632942733687
ALPL	chr1	21835858	21904905	1	0.433909500415086
ALPP	chr2	233243244	233247599	1	0.157325633781724
ALPPL2	chr2	233271553	233275424	1	0.0518649661315087
ALS2	chr2	202565277	202645912	-1	48.7633934925685
ALS2CL	chr3	46710487	46735194	-1	8.62504427848787
ALS2CR12	chr2	202152994	202222121	-1	16.0048845103859
ALX1	chr12	85673885	85695562	1	0.0190234868457876
ALX3	chr1	110602616	110613322	-1	0
ALX4	chr11	44281994	44331716	-1	0.0187759794775601
ALYREF	chr17	79845713	79849462	-1	18.9370750259312
AMACR	chr5	33986283	34008220	-1	3.2669513462508
AMBN	chr4	71457973	71473005	1	0.0777395441016247
AMBP	chr9	116822407	116840752	-1	0.399718731023087
AMBRA1	chr11	46417964	46615675	-1	20.8396963712637
AMD1	chr6	111195973	111216916	1	38.3353064065245
AMDHD1	chr12	96337071	96362370	1	3.05958256917495
AMDHD2	chr16	2570358	2581423	1	18.3180969840298
AMELX	chrX	11311533	11318881	1	0.938278392412679
AMELY	chrY	6733959	6742068	-1	0
AMER1	chrX	63404997	63425624	-1	3.89308485239435
AMER2	chr13	25735822	25746426	-1	0.00794583919875133
AMER3	chr2	131513008	131525707	1	0
AMFR	chr16	56395364	56459450	-1	67.1624373716505
AMH	chr19	2249308	2252072	1	0.883418289070157
AMHR2	chr12	53817639	53825318	1	0.34375202131463
AMIGO1	chr1	110046797	110052360	-1	3.39575925365624
AMIGO2	chr12	47469490	47473734	-1	2.29641245510642
AMIGO3	chr3	49754267	49761349	-1	2.39712049350284
AMMECR1	chrX	109437414	109683461	-1	3.60478588120746
AMMECR1L	chr2	128619204	128643496	-1	5.7210797924885
AMN	chr14	103388993	103399933	1	0.39776530518588
AMN1	chr12	31824071	31882108	-1	28.2360081108567
AMOT	chrX	112017731	112084043	-1	3.04407017598466
AMOTL1	chr11	94439597	94609918	1	1.17569817031494
AMOTL2	chr3	134074716	134094321	-1	0.0180087165890768
AMPD1	chr1	115215719	115238239	-1	0.709133911326599
AMPD2	chr1	110158726	110174673	1	100.247291658778
AMPD3	chr11	10329860	10529126	1	43.2109773526742
AMPH	chr7	38423305	38671167	-1	2.55301764961013
AMT	chr3	49454211	49460186	-1	29.0813108488828
AMTN	chr4	71384257	71398459	1	0.0415946006678777
AMY1A	chr1	104197912	104207173	1	0.0812946799401807
AMY1B	chr1	104230037	104239302	-1	0
AMY1C	chr1	104293028	104301312	1	3.80215153696268
AMY2A	chr1	104159999	104168402	1	4.88048111471426
AMY2B	chr1	104096437	104122156	1	277.540699757311
AMZ1	chr7	2719156	2815134	1	0.138279547729157
AMZ2	chrHG747_PATCH	66243690	66253272	1	159.869009733221
ANAPC1	chr2	112523848	112642267	-1	69.0026019859004
ANAPC10	chr4	145888264	146019693	-1	19.3008873312249
ANAPC11	chr17	79848666	79858867	1	6.23213903016216
ANAPC13	chr3	134196548	134205558	-1	11.4429377159665
ANAPC15	chr11	71817424	71823826	-1	61.0284136955777
ANAPC16	chr10	73975787	73995618	1	18.6009725699365
ANAPC2	chr9	140069236	140082989	-1	11.3912880468652
ANAPC4	chr4	25378835	25420120	1	48.7899565061829
ANAPC5	chr12	121746048	121837699	-1	72.0455394209609
ANAPC7	chr12	110810705	110841535	-1	50.3492538132587
ANG	chr14	21152336	21167130	1	8.08813487261199
ANGEL1	chr14	77253588	77292589	-1	4.7161121740013
ANGEL2	chr1	213165524	213189168	-1	45.7227024992682
ANGPT1	chr8	108261721	108510283	-1	2.97612418778047
ANGPT2	chr8	6357172	6420930	-1	3.51762175532474
ANGPT4	chr20	853296	896977	-1	0.100759723050455
ANGPTL1	chr1	178818840	178840187	-1	3.82441490560607
ANGPTL2	chr9	129849611	129885162	-1	0.190143223325143
ANGPTL3	chr1	63063158	63071830	1	2.39434234424385
ANGPTL4	chr19	8428173	8439257	1	3.68169415207785
ANGPTL5	chr11	101761405	101787253	-1	0.690616887222763
ANGPTL6	chr19	10203014	10213472	-1	1.52982645833287
ANGPTL7	chr1	11249398	11256038	1	1.1505992069416
ANHX	chr12	133794898	133812681	-1	0
ANK1	chr8	41510739	41754280	-1	5.47641145229251
ANK2	chr4	113739265	114304896	1	1.35037369449492
ANK3	chr10	61786056	62493248	-1	23.4395763781664
ANKAR	chr2	190539016	190625919	1	12.7570071351475
ANKDD1A	chr15	65204101	65251042	1	6.38168687384246
ANKDD1B	chr5	74907284	74967671	1	0.38776941940463
ANKEF1	chr20	9966774	10037410	1	1.95164393150819
ANKFN1	chr17	54188319	54589020	1	0.200411118717234
ANKFY1	chr17	4067201	4167274	-1	28.1544289202174
ANKH	chr5	14704910	14871887	-1	88.0262730440347
