V1	V2	V3	ID	DukeUq	RepeatMaskerFrac
chr1	153174919	153176919	chr1_153174919_153176919	1	0.118
chr1	153189060	153191060	chr1_153189060_153191060	1	0.0945
chr1	153231176	153233176	chr1_153231176_153233176	1	0.173
chr1	153282194	153284194	chr1_153282194_153284194	1	0.282
chr1	153320022	153322022	chr1_153320022_153322022	0.941625	0.1845
chr1	153329330	153331330	chr1_153329330_153331330	1	0.1955
chr1	153347125	153349125	chr1_153347125_153349125	0.873125	0.3635
chr1	153362664	153364664	chr1_153362664_153364664	0.999	0.1105
chr1	153388000	153390000	chr1_153388000_153390000	0.883833	0.173
chr1	153411425	153413425	chr1_153411425_153413425	0.915833	0.249
chr1	153432177	153434177	chr1_153432177_153434177	0.885833	0.1695
chr1	1534476	1536476	chr1_1534476_1536476	1	0.1935
chr1	153507720	153509720	chr1_153507720_153509720	1	0
chr1	153513241	153515241	chr1_153513241_153515241	1	0
chr1	153517361	153519361	chr1_153517361_153519361	0.986083	0.1385
chr1	153520848	153522848	chr1_153520848_153522848	1	0.061
chr1	153537341	153539341	chr1_153537341_153539341	0.873083	0.234
chr1	153580813	153582813	chr1_153580813_153582813	1	0
chr1	153588462	153590462	chr1_153588462_153590462	0.9995	0.0495
chr1	153599873	153601873	chr1_153599873_153601873	1	0
chr1	153605525	153607525	chr1_153605525_153607525	0.906542	0.267
chr1	153605568	153607568	chr1_153605568_153607568	0.909458	0.267
chr1	153630130	153632130	chr1_153630130_153632130	0.91775	0.2975
chr1	153642524	153644524	chr1_153642524_153644524	0.923625	0.212
chr1	153650113	153652113	chr1_153650113_153652113	1	0.1135
chr1	153699543	153701543	chr1_153699543_153701543	0.8885	0.177
chr1	153746768	153748768	chr1_153746768_153748768	1	0.0255
chr1	153894451	153896451	chr1_153894451_153896451	1	0.149
chr1	153918172	153920172	chr1_153918172_153920172	1	0.0985
chr1	153930101	153932101	chr1_153930101_153932101	1	0.034
chr1	153934951	153936951	chr1_153934951_153936951	1	0
chr1	153939379	153941379	chr1_153939379_153941379	0.988042	0.153
chr1	153949164	153951164	chr1_153949164_153951164	1	0.1385
chr1	153957828	153959828	chr1_153957828_153959828	0.908542	0.0635
chr1	153962235	153964235	chr1_153962235_153964235	0.802583	0.2255
chr1	154126592	154128592	chr1_154126592_154128592	0.950125	0.143
chr1	154163687	154165687	chr1_154163687_154165687	1	0
chr1	154177809	154179809	chr1_154177809_154179809	0.904458	0.1575
chr1	154192082	154194082	chr1_154192082_154194082	1	0.06
chr1	154192325	154194325	chr1_154192325_154194325	1	0.06
chr1	154243987	154245987	chr1_154243987_154245987	0.938167	0.148
chr1	154292592	154294592	chr1_154292592_154294592	0.701333	0.648
chr1	154299276	154301276	chr1_154299276_154301276	1	0.0105
chr1	154376669	154378669	chr1_154376669_154378669	0.986458	0.3895
chr1	154473589	154475589	chr1_154473589_154475589	1	0.0345
chr1	154474448	154476448	chr1_154474448_154476448	0.890083	0.226
chr1	154530109	154532109	chr1_154530109_154532109	0.99675	0.236
chr1	154539257	154541257	chr1_154539257_154541257	1	0.1175
chr1	154579682	154581682	chr1_154579682_154581682	0.931083	0.394
chr1	154584067	154586067	chr1_154584067_154586067	0.691417	0.7065
chr1	15478028	15480028	chr1_15478028_15480028	0.999	0.1755
chr1	154841756	154843756	chr1_154841756_154843756	0.990208	0.2825
chr1	154908467	154910467	chr1_154908467_154910467	0.9835	0.1685
chr1	154927580	154929580	chr1_154927580_154929580	1	0
chr1	154933224	154935224	chr1_154933224_154935224	0.988333	0.0475
chr1	154942223	154944223	chr1_154942223_154944223	0.99725	0.0435
chr1	154946175	154948175	chr1_154946175_154948175	0.983667	0.123
chr1	154954849	154956849	chr1_154954849_154956849	1	0.0915
chr1	154965064	154967064	chr1_154965064_154967064	1	0
chr1	15496813	15498813	chr1_15496813_15498813	0.803667	0.8525
chr1	154974295	154976295	chr1_154974295_154976295	1	0.1115
chr1	1549823	1551823	chr1_1549823_1551823	0.966125	0.304
chr1	155005236	155007236	chr1_155005236_155007236	1	0
chr1	155005300	155007300	chr1_155005300_155007300	1	0
chr1	155022762	155024762	chr1_155022762_155024762	1	0.085
chr1	155035224	155037224	chr1_155035224_155037224	1	0.126
chr1	155035237	155037237	chr1_155035237_155037237	1	0.126
chr1	155050348	155052348	chr1_155050348_155052348	1	0.076
chr1	155098936	155100936	chr1_155098936_155100936	1	0.0265
chr1	155107326	155109326	chr1_155107326_155109326	0.868417	0.148
chr1	155111883	155113883	chr1_155111883_155113883	0.856417	0.3545
chr1	155144809	155146809	chr1_155144809_155146809	1	0
chr1	155145443	155147443	chr1_155145443_155147443	1	0
chr1	155158748	155160748	chr1_155158748_155160748	1	0.012
chr1	155161706	155163706	chr1_155161706_155163706	0.993	0.107
chr1	155176688	155178688	chr1_155176688_155178688	1	0.0735
chr1	155177490	155179490	chr1_155177490_155179490	1	0.177
chr1	155213461	155215461	chr1_155213461_155215461	0.883625	0.55
chr1	155224178	155226178	chr1_155224178_155226178	1	0
chr1	155231050	155233050	chr1_155231050_155233050	0.98625	0
chr1	155242078	155244078	chr1_155242078_155244078	0.932875	0.1095
chr1	155246374	155248374	chr1_155246374_155248374	1	0.1475
chr1	155270225	155272225	chr1_155270225_155272225	0.870625	0.374
chr1	155277707	155279707	chr1_155277707_155279707	0.911458	0.345
chr1	155289718	155291718	chr1_155289718_155291718	0.99775	0.1115
chr1	155531323	155533323	chr1_155531323_155533323	0.81625	0.071
chr1	155579016	155581016	chr1_155579016_155581016	0.600875	0.2385
chr1	155657260	155659260	chr1_155657260_155659260	0.80675	0
chr1	155657849	155659849	chr1_155657849_155659849	0.832167	0.1485
chr1	155828191	155830191	chr1_155828191_155830191	0.915167	0.2315
chr1	155828300	155830300	chr1_155828300_155830300	0.915167	0.2315
chr1	155879706	155881706	chr1_155879706_155881706	1	0.0125
chr1	155903188	155905188	chr1_155903188_155905188	0.891667	0.237
chr1	155910480	155912480	chr1_155910480_155912480	1	0.075
chr1	155947318	155949318	chr1_155947318_155949318	1	0.0945
chr1	155989750	155991750	chr1_155989750_155991750	0.904042	0.2145
chr1	156022585	156024585	chr1_156022585_156024585	0.965333	0.2575
chr1	156023543	156025543	chr1_156023543_156025543	0.997583	0.193
chr1	156029951	156031951	chr1_156029951_156031951	0.697333	0.473
chr1	156050789	156052789	chr1_156050789_156052789	1	0.1675
chr1	156083498	156085498	chr1_156083498_156085498	1	0.0855
chr1	156122318	156124318	chr1_156122318_156124318	1	0.08
chr1	156162880	156164880	chr1_156162880_156164880	0.992667	0.314
chr1	156181798	156183798	chr1_156181798_156183798	0.9835	0.456
chr1	156210753	156212753	chr1_156210753_156212753	1	0
chr1	156216843	156218843	chr1_156216843_156218843	0.892125	0.1625
chr1	156251616	156253616	chr1_156251616_156253616	1	0.256
chr1	156253070	156255070	chr1_156253070_156255070	1	0.2165
chr1	156264463	156266463	chr1_156264463_156266463	0.85475	0.235
chr1	156268428	156270428	chr1_156268428_156270428	0.739167	0.45
chr1	156306105	156308105	chr1_156306105_156308105	0.933292	0.2855
chr1	156307256	156309256	chr1_156307256_156309256	0.871333	0.221
chr1	15631276	15633276	chr1_15631276_15633276	0.709917	0.887
chr1	156338003	156340003	chr1_156338003_156340003	0.895542	0.3385
chr1	156398184	156400184	chr1_156398184_156400184	0.986083	0.037
chr1	156469620	156471620	chr1_156469620_156471620	1	0.045
chr1	156541332	156543332	chr1_156541332_156543332	0.98275	0.4255
chr1	156548519	156550519	chr1_156548519_156550519	0.700792	0.54
chr1	156560554	156562554	chr1_156560554_156562554	0.99175	0.1105
chr1	156570262	156572262	chr1_156570262_156572262	0.911167	0.433
chr1	156588086	156590086	chr1_156588086_156590086	0.888	0.3215
chr1	156610740	156612740	chr1_156610740_156612740	1	0.1605
chr1	156646189	156648189	chr1_156646189_156648189	0.993792	0.193
chr1	1566474	1568474	chr1_1566474_1568474	0.8405	0.017
chr1	156674393	156676393	chr1_156674393_156676393	1	0
chr1	156697227	156699227	chr1_156697227_156699227	0.9875	0.114
chr1	156697267	156699267	chr1_156697267_156699267	0.96825	0.134
chr1	156709880	156711880	chr1_156709880_156711880	1	0.1415
chr1	156721240	156723240	chr1_156721240_156723240	1	0.2555
chr1	156736292	156738292	chr1_156736292_156738292	1	0
chr1	156785640	156787640	chr1_156785640_156787640	0.900083	0.198
chr1	156827810	156829810	chr1_156827810_156829810	1	0.0675
chr1	156829686	156831686	chr1_156829686_156831686	1	0.0255
chr1	156862512	156864512	chr1_156862512_156864512	0.904125	0.412
chr1	156889442	156891442	chr1_156889442_156891442	0.973667	0.2355
chr1	157014162	157016162	chr1_157014162_157016162	0.997125	0.1415
chr1	157068600	157070600	chr1_157068600_157070600	0.750583	0.393
chr1	157107159	157109159	chr1_157107159_157109159	0.99075	0.023
chr1	15735391	15737391	chr1_15735391_15737391	1	0.136
chr1	157521310	157523310	chr1_157521310_157523310	1	0.2485
chr1	157566870	157568870	chr1_157566870_157568870	0.99875	0.0295
chr1	15763935	15765935	chr1_15763935_15765935	0.8035	0.6565
chr1	157669647	157671647	chr1_157669647_157671647	1	0.1995
chr1	157745912	157747912	chr1_157745912_157747912	0.921417	0.4475
chr1	157788895	157790895	chr1_157788895_157790895	1	0.3325
chr1	157810588	157812588	chr1_157810588_157812588	1	0.099
chr1	15782224	15784224	chr1_15782224_15784224	0.799625	0.438
chr1	157962400	157964400	chr1_157962400_157964400	0.995458	0.1185
chr1	15801596	15803596	chr1_15801596_15803596	0.827875	0.451
chr1	158148737	158150737	chr1_158148737_158150737	1	0.2445
chr1	158222927	158224927	chr1_158222927_158224927	0.969708	0.0805
chr1	158258576	158260576	chr1_158258576_158260576	0.99325	0
chr1	158300321	158302321	chr1_158300321_158302321	0.997625	0.028
chr1	158322540	158324540	chr1_158322540_158324540	1	0
chr1	158368256	158370256	chr1_158368256_158370256	1	0.163
chr1	158389656	158391656	chr1_158389656_158391656	0.96675	0.068
chr1	158434272	158436272	chr1_158434272_158436272	0.915958	0.155
chr1	158448668	158450668	chr1_158448668_158450668	1	0.336
chr1	15849790	15851790	chr1_15849790_15851790	0.998	0.5255
chr1	158516895	158518895	chr1_158516895_158518895	1	0.117
chr1	15852308	15854308	chr1_15852308_15854308	1	0.299
chr1	158532394	158534394	chr1_158532394_158534394	1	0.15
chr1	158548689	158550689	chr1_158548689_158550689	1	0.03
chr1	158575229	158577229	chr1_158575229_158577229	1	0.2355
chr1	158655488	158657488	chr1_158655488_158657488	1	0.0455
chr1	158669486	158671486	chr1_158669486_158671486	0.99925	0.094
chr1	158686905	158688905	chr1_158686905_158688905	0.99775	0.2585
chr1	158723510	158725510	chr1_158723510_158725510	0.992042	0.0545
chr1	158735492	158737492	chr1_158735492_158737492	1	0.0295
chr1	158746425	158748425	chr1_158746425_158748425	1	0.1775
chr1	1587935	1589935	chr1_1587935_1589935	0.614042	0.6205
chr1	158800107	158802107	chr1_158800107_158802107	1	0.052
chr1	158900342	158902342	chr1_158900342_158902342	0.993833	0.2445
chr1	158978682	158980682	chr1_158978682_158980682	0.9985	0.114
chr1	159045691	159047691	chr1_159045691_159047691	1	0.266
chr1	15910605	15912605	chr1_15910605_15912605	0.709458	0.486
chr1	159140399	159142399	chr1_159140399_159142399	0.9945	0.1975
chr1	159174201	159176201	chr1_159174201_159176201	0.991	0.0985
chr1	159258504	159260504	chr1_159258504_159260504	1	0.456
chr1	159283449	159285449	chr1_159283449_159285449	0.98725	0.3555
chr1	159408512	159410512	chr1_159408512_159410512	0.996	0
chr1	15942995	15944995	chr1_15942995_15944995	1	0.236
chr1	159504842	159506842	chr1_159504842_159506842	1	0.036
chr1	159556615	159558615	chr1_159556615_159558615	0.9945	0
chr1	159683379	159685379	chr1_159683379_159685379	0.8775	0.18
chr1	159749793	159751793	chr1_159749793_159751793	1	0.287
chr1	159771214	159773214	chr1_159771214_159773214	1	0.183
chr1	159795540	159797540	chr1_159795540_159797540	1	0.118
chr1	159824137	159826137	chr1_159824137_159826137	1	0.0955
chr1	159831447	159833447	chr1_159831447_159833447	1	0
chr1	15985364	15987364	chr1_15985364_15987364	1	0.078
chr1	159868953	159870953	chr1_159868953_159870953	0.861	0.3205
chr1	159879159	159881159	chr1_159879159_159881159	1	0.2
chr1	159894522	159896522	chr1_159894522_159896522	1	0.081
chr1	159914386	159916386	chr1_159914386_159916386	1	0.096
chr1	159923044	159925044	chr1_159923044_159925044	0.893833	0.16
chr1	160000783	160002783	chr1_160000783_160002783	1	0.2415
chr1	160039038	160041038	chr1_160039038_160041038	1	0.169
chr1	160050360	160052360	chr1_160050360_160052360	1	0.183
chr1	160067479	160069479	chr1_160067479_160069479	1	0.318
chr1	160084563	160086563	chr1_160084563_160086563	1	0.059
chr1	16009827	16011827	chr1_16009827_16011827	1	0.3575
chr1	160120360	160122360	chr1_160120360_160122360	0.937167	0.5005
chr1	160159346	160161346	chr1_160159346_160161346	1	0
chr1	160174127	160176127	chr1_160174127_160176127	1	0.065
chr1	160231241	160233241	chr1_160231241_160233241	0.987625	0.1765
chr1	160253920	160255920	chr1_160253920_160255920	0.971292	0.253
chr1	160253936	160255936	chr1_160253936_160255936	0.971292	0.253
chr1	160312038	160314038	chr1_160312038_160314038	0.999417	0.1085
chr1	160312062	160314062	chr1_160312062_160314062	0.999417	0.0965
chr1	160335857	160337857	chr1_160335857_160337857	1	0.005
chr1	160369376	160371376	chr1_160369376_160371376	1	0.0825
chr1	160492043	160494043	chr1_160492043_160494043	0.773458	0.5185
chr1	160548294	160550294	chr1_160548294_160550294	1	0.333
chr1	160616085	160618085	chr1_160616085_160618085	0.954792	0.302
chr1	16061900	16063900	chr1_16061900_16063900	0.94975	0.169
chr1	16067917	16069917	chr1_16067917_16069917	0.88	0.1815
chr1	160680641	160682641	chr1_160680641_160682641	0.9155	0.2775
chr1	160708055	160710055	chr1_160708055_160710055	0.983375	0.43
chr1	160764948	160766948	chr1_160764948_160766948	0.950167	0.557
chr1	160831550	160833550	chr1_160831550_160833550	0.930792	0.2175
chr1	160853960	160855960	chr1_160853960_160855960	0.989708	0.2335
chr1	16089994	16091994	chr1_16089994_16091994	0.849875	0.33
chr1	160923589	160925589	chr1_160923589_160925589	0.929375	0.3325
chr1	160990138	160992138	chr1_160990138_160992138	0.979667	0.074
chr1	161007780	161009780	chr1_161007780_161009780	0.990125	0.023
chr1	161014767	161016767	chr1_161014767_161016767	1	0.1325
chr1	161034655	161036655	chr1_161034655_161036655	0.69325	0.925
chr1	161038735	161040735	chr1_161038735_161040735	0.90675	0.316
chr1	161058389	161060389	chr1_161058389_161060389	1	0.1625
chr1	161067184	161069184	chr1_161067184_161069184	0.960917	0.1185
chr1	161086891	161088891	chr1_161086891_161088891	0.979917	0.1425
chr1	161086901	161088901	chr1_161086901_161088901	0.984917	0.1375
chr1	161101458	161103458	chr1_161101458_161103458	1	0.159
chr1	161122542	161124542	chr1_161122542_161124542	0.761833	0.4305
chr1	161128254	161130254	chr1_161128254_161130254	0.99775	0.053
chr1	161135205	161137205	chr1_161135205_161137205	0.99825	0.0115
chr1	161146275	161148275	chr1_161146275_161148275	0.99775	0.1055
chr1	161167846	161169846	chr1_161167846_161169846	1	0.073
chr1	161168105	161170105	chr1_161168105_161170105	1	0.073
chr1	161184087	161186087	chr1_161184087_161186087	0.74675	0.401
chr1	161189160	161191160	chr1_161189160_161191160	0.832417	0.405
chr1	161192418	161194418	chr1_161192418_161194418	0.991125	0.0195
chr1	161194793	161196793	chr1_161194793_161196793	0.966583	0.083
chr1	161207000	161209000	chr1_161207000_161209000	0.77875	0.6425
chr1	161227517	161229517	chr1_161227517_161229517	0.870167	0.254
chr1	161278762	161280762	chr1_161278762_161280762	0.983208	0.1105
chr1	161283047	161285047	chr1_161283047_161285047	1	0.029
chr1	161336664	161338664	chr1_161336664_161338664	0.986375	0.495
chr1	161474220	161476220	chr1_161474220_161476220	0.891	0.2265
chr1	161493036	161495036	chr1_161493036_161495036	0.754	0.051
chr1	161518818	161520818	chr1_161518818_161520818	0.74075	0.0805
chr1	161564343	161566343	chr1_161564343_161566343	0.678417	0.39
chr1	161599996	161601996	chr1_161599996_161601996	0.755	0.094
chr1	161631951	161633951	chr1_161631951_161633951	0.50875	0.149
chr1	161675762	161677762	chr1_161675762_161677762	0.972083	0.3385
chr1	161690353	161692353	chr1_161690353_161692353	1	0.0295
chr1	161718560	161720560	chr1_161718560_161720560	0.98475	0.3535
chr1	16173359	16175359	chr1_16173359_16175359	0.933417	0.194
chr1	161735084	161737084	chr1_161735084_161737084	1	0
chr1	161992644	161994644	chr1_161992644_161994644	1	0.1125
chr1	162038566	162040566	chr1_162038566_162040566	1	0.059
chr1	1623083	1625083	chr1_1623083_1625083	0.57325	0.193
chr1	162334197	162336197	chr1_162334197_162336197	1	0.2165
chr1	162345660	162347660	chr1_162345660_162347660	0.903042	0.4185
chr1	162347631	162349631	chr1_162347631_162349631	1	0.135
chr1	162380916	162382916	chr1_162380916_162382916	0.94875	0.0645
chr1	162466633	162468633	chr1_162466633_162468633	0.9505	0.2915
chr1	162530323	162532323	chr1_162530323_162532323	1	0.0735
chr1	162601255	162603255	chr1_162601255_162603255	1	0.0075
chr1	162759536	162761536	chr1_162759536_162761536	0.67625	0.157
chr1	162837551	162839551	chr1_162837551_162839551	0.946917	0.995
chr1	16301621	16303621	chr1_16301621_16303621	0.967208	0.482
chr1	163037565	163039565	chr1_163037565_163039565	1	0.02
chr1	163171693	163173693	chr1_163171693_163173693	1	0.2165
chr1	163290744	163292744	chr1_163290744_163292744	1	0.1835
chr1	16329731	16331731	chr1_16329731_16331731	0.707667	0.46
chr1	16344285	16346285	chr1_16344285_16346285	1	0.155
chr1	16347547	16349547	chr1_16347547_16349547	0.89825	0.1225
chr1	16369272	16371272	chr1_16369272_16371272	0.8935	0.1935
chr1	16399121	16401121	chr1_16399121_16401121	1	0.2825
chr1	164527872	164529872	chr1_164527872_164529872	0.999417	0.075
chr1	16481582	16483582	chr1_16481582_16483582	1	0.084
chr1	165324952	165326952	chr1_165324952_165326952	1	0.063
chr1	16538104	16540104	chr1_16538104_16540104	1	0.1435
chr1	165413433	165415433	chr1_165413433_165415433	1	0.2005
chr1	1654763	1656763	chr1_1654763_1656763	0.583125	0.4195
chr1	165512244	165514244	chr1_165512244_165514244	1	0.023
chr1	16555038	16557038	chr1_16555038_16557038	0.854583	0.382
chr1	165599098	165601098	chr1_165599098_165601098	1	0.0155
chr1	16562657	16564657	chr1_16562657_16564657	1	0.29
chr1	165667100	165669100	chr1_165667100_165669100	0.868458	0.3995
chr1	165737417	165739417	chr1_165737417_165739417	0.926417	0.237
chr1	165795768	165797768	chr1_165795768_165797768	1	0.12
chr1	166027709	166029709	chr1_166027709_166029709	0.991667	0.1315
chr1	166135206	166137206	chr1_166135206_166137206	0.999	0.0995
chr1	16677949	16679949	chr1_16677949_16679949	1	0.2085
chr1	166808326	166810326	chr1_166808326_166810326	1	0.2745
chr1	166844564	166846564	chr1_166844564_166846564	1	0.252
chr1	16692578	16694578	chr1_16692578_16694578	0.833792	0.2555
chr1	166943561	166945561	chr1_166943561_166945561	0.993333	0.1595
chr1	166957346	166959346	chr1_166957346_166959346	0.968625	0.371
chr1	167058868	167060868	chr1_167058868_167060868	0.992125	0.398
chr1	167062282	167064282	chr1_167062282_167064282	0.948917	0.15
